"Supplementary Table S10. Read-level sensitivity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT15625,0.000,0.000,0.000,0.141,0.060,0.291,0.563
MAG-GUT1565,0.000,0.000,0.000,0.017,0.005,0.100,0.416
MAG-GUT15742,0.000,0.000,0.000,0.069,0.003,0.180,0.615
MAG-GUT1578,0.000,0.000,0.000,0.008,0.000,0.094,0.476
MAG-GUT15797,0.000,0.000,0.000,0.018,0.000,0.067,0.272
MAG-GUT1584,0.000,0.000,0.000,0.035,0.005,0.088,0.322
MAG-GUT15850,0.000,0.000,0.000,0.001,0.000,0.022,0.322
MAG-GUT15872,0.000,0.000,0.000,0.146,0.027,0.234,0.518
MAG-GUT15880,0.000,0.000,0.000,0.008,0.000,0.048,0.302
MAG-GUT15909,0.000,0.000,0.000,0.009,0.000,0.057,0.217
MAG-GUT15914,0.000,0.002,0.015,0.242,0.080,0.352,0.518
MAG-GUT15916,0.000,0.000,0.000,0.005,0.000,0.043,0.354
MAG-GUT15989,0.000,0.000,0.000,0.016,0.000,0.069,0.377
MAG-GUT16017,0.000,0.000,0.000,0.040,0.013,0.165,0.477
MAG-GUT160,0.000,0.000,0.000,0.007,0.001,0.029,0.161
MAG-GUT16113,0.000,0.002,0.014,0.165,0.037,0.261,0.410
MAG-GUT16117,0.000,0.000,0.000,0.041,0.013,0.160,0.464
MAG-GUT16129,0.000,0.002,0.006,0.103,0.015,0.254,0.525
MAG-GUT16149,0.000,0.000,0.000,0.021,0.000,0.111,0.445
MAG-GUT16156,0.000,0.001,0.000,0.014,0.001,0.066,0.551
MAG-GUT16183,0.000,0.003,0.015,0.186,0.042,0.281,0.446
MAG-GUT16297,0.000,0.000,0.000,0.004,0.000,0.038,0.429
MAG-GUT1636,0.000,0.000,0.000,0.036,0.013,0.145,0.453
MAG-GUT16398,0.000,0.000,0.000,0.050,0.004,0.097,0.273
MAG-GUT16481,0.000,0.000,0.000,0.008,0.000,0.049,0.381
MAG-GUT16496,0.000,0.003,0.009,0.229,0.052,0.335,0.560
MAG-GUT1652,0.000,0.000,0.000,0.029,0.000,0.097,0.477
MAG-GUT16567,0.000,0.003,0.033,0.259,0.119,0.361,0.514
MAG-GUT16625,0.000,0.004,0.005,0.264,0.101,0.466,0.678
MAG-GUT16712,0.000,0.002,0.006,0.097,0.012,0.267,0.554
MAG-GUT16715,0.000,0.000,0.000,0.017,0.000,0.089,0.376
MAG-GUT16720,0.000,0.000,0.000,0.265,0.083,0.474,0.693
MAG-GUT1677,0.000,0.000,0.000,0.075,0.004,0.192,0.666
MAG-GUT16845,0.000,0.002,0.017,0.192,0.043,0.292,0.464
MAG-GUT16851,0.000,0.000,0.000,0.011,0.001,0.042,0.207
MAG-GUT16881,0.000,0.000,0.000,0.005,0.000,0.036,0.307
MAG-GUT1694,0.000,0.000,0.000,0.012,0.002,0.032,0.272
MAG-GUT16984,0.000,0.000,0.000,0.012,0.000,0.080,0.343
MAG-GUT17013,0.000,0.000,0.000,0.006,0.001,0.028,0.307
MAG-GUT17016,0.000,0.002,0.009,0.114,0.014,0.166,0.318
MAG-GUT17028,0.000,0.000,0.000,0.049,0.005,0.210,0.543
MAG-GUT17049,0.000,0.000,0.000,0.006,0.000,0.040,0.348
MAG-GUT1707,0.000,0.000,0.000,0.009,0.000,0.093,0.366
MAG-GUT17170,0.000,0.000,0.000,0.017,0.000,0.067,0.255
MAG-GUT17212,0.000,0.000,0.000,0.001,0.000,0.015,0.280
MAG-GUT17247,0.000,0.000,0.000,0.122,0.009,0.268,0.639
MAG-GUT17254,0.000,0.003,0.007,0.181,0.030,0.415,0.754
MAG-GUT17255,0.000,0.000,0.000,0.072,0.004,0.194,0.658
MAG-GUT17271,0.000,0.000,0.001,0.143,0.060,0.279,0.547
MAG-GUT17288,0.000,0.000,0.000,0.002,0.000,0.032,0.300
MAG-GUT1728,0.000,0.000,0.000,0.007,0.000,0.045,0.366
MAG-GUT17299,0.000,0.000,0.000,0.007,0.000,0.047,0.344
MAG-GUT17314,0.000,0.000,0.000,0.024,0.004,0.134,0.501
MAG-GUT17379,0.000,0.000,0.000,0.006,0.000,0.038,0.333
MAG-GUT17399,0.000,0.000,0.000,0.004,0.000,0.022,0.162
MAG-GUT17401,0.000,0.002,0.006,0.175,0.032,0.416,0.758
MAG-GUT1743,0.000,0.000,0.000,0.049,0.006,0.087,0.216
MAG-GUT17473,0.000,0.000,0.000,0.073,0.002,0.194,0.668
MAG-GUT17488,0.000,0.002,0.010,0.209,0.045,0.304,0.515
MAG-GUT17515,0.000,0.000,0.000,0.069,0.002,0.187,0.647
MAG-GUT17598,0.000,0.000,0.000,0.423,0.165,0.618,0.774
MAG-GUT1761,0.000,0.000,0.000,0.012,0.001,0.029,0.267
MAG-GUT1763,0.000,0.000,0.000,0.012,0.000,0.060,0.548
MAG-GUT17664,0.000,0.000,0.000,0.022,0.000,0.070,0.281
MAG-GUT17671,0.000,0.000,0.000,0.021,0.000,0.076,0.281
MAG-GUT17697,0.000,0.000,0.000,0.006,0.000,0.032,0.187
MAG-GUT17705,0.000,0.000,0.000,0.013,0.002,0.043,0.211
MAG-GUT17713,0.000,0.000,0.000,0.007,0.000,0.041,0.350
MAG-GUT17733,0.000,0.002,0.012,0.174,0.037,0.255,0.402
MAG-GUT17776,0.000,0.000,0.000,0.027,0.008,0.178,0.610
MAG-GUT17782,0.000,0.000,0.000,0.002,0.001,0.036,0.293
MAG-GUT17793,0.000,0.000,0.000,0.070,0.008,0.146,0.366
MAG-GUT1788,0.000,0.000,0.000,0.000,0.000,0.017,0.351
MAG-GUT1792,0.000,0.003,0.011,0.333,0.105,0.552,0.788
MAG-GUT1796,0.000,0.000,0.000,0.007,0.000,0.035,0.297
MAG-GUT18024,0.000,0.000,0.000,0.034,0.000,0.124,0.504
MAG-GUT18031,0.000,0.000,0.000,0.004,0.000,0.030,0.343
MAG-GUT18037,0.000,0.000,0.002,0.081,0.010,0.213,0.323
MAG-GUT1806,0.000,0.000,0.000,0.006,0.000,0.035,0.292
MAG-GUT18125,0.000,0.000,0.000,0.062,0.006,0.132,0.353
MAG-GUT18181,0.000,0.000,0.000,0.005,0.000,0.028,0.254
MAG-GUT18195,0.000,0.000,0.000,0.143,0.065,0.300,0.562
MAG-GUT18210,0.000,0.000,0.001,0.164,0.076,0.338,0.636
MAG-GUT18233,0.000,0.002,0.006,0.182,0.032,0.411,0.745
MAG-GUT1826,0.000,0.000,0.000,0.079,0.008,0.183,0.518
MAG-GUT18296,0.000,0.000,0.000,0.021,0.002,0.064,0.411
MAG-GUT18312,0.000,0.000,0.000,0.152,0.068,0.313,0.588
MAG-GUT18333,0.000,0.000,0.000,0.031,0.007,0.125,0.386
MAG-GUT18340,0.000,0.000,0.000,0.005,0.000,0.037,0.351
MAG-GUT18361,0.000,0.000,0.000,0.141,0.061,0.286,0.553
MAG-GUT18366,0.000,0.000,0.000,0.005,0.000,0.036,0.242
MAG-GUT1840,0.000,0.000,0.000,0.023,0.000,0.083,0.290
MAG-GUT18425,0.000,0.000,0.001,0.163,0.026,0.229,0.494
MAG-GUT18429,0.000,0.000,0.000,0.109,0.007,0.260,0.613
MAG-GUT18447,0.000,0.002,0.015,0.173,0.038,0.253,0.404
MAG-GUT18523,0.000,0.000,0.000,0.026,0.005,0.095,0.431
MAG-GUT18526,0.000,0.000,0.000,0.011,0.001,0.058,0.426
MAG-GUT18564,0.000,0.000,0.000,0.004,0.000,0.030,0.272
MAG-GUT18577,0.000,0.000,0.000,0.062,0.006,0.142,0.373
MAG-GUT1861,0.000,0.000,0.000,0.000,0.000,0.012,0.214
MAG-GUT18620,0.000,0.004,0.018,0.032,0.006,0.117,0.413
MAG-GUT18629,0.000,0.000,0.000,0.001,0.000,0.014,0.309
MAG-GUT1870,0.000,0.001,0.001,0.052,0.006,0.104,0.305
MAG-GUT1871,0.000,0.000,0.000,0.016,0.002,0.107,0.435
MAG-GUT1873,0.000,0.000,0.001,0.054,0.007,0.113,0.310
MAG-GUT1875,0.000,0.000,0.000,0.016,0.004,0.100,0.404
MAG-GUT1876,0.000,0.000,0.000,0.016,0.003,0.100,0.411
MAG-GUT1877,0.000,0.001,0.001,0.049,0.007,0.105,0.291
MAG-GUT18785,0.000,0.002,0.006,0.096,0.012,0.244,0.529
MAG-GUT1880,0.000,0.000,0.000,0.015,0.002,0.106,0.413
MAG-GUT18812,0.000,0.003,0.012,0.235,0.052,0.348,0.580
MAG-GUT18819,0.000,0.000,0.000,0.031,0.007,0.105,0.382
MAG-GUT1881,0.000,0.000,0.001,0.053,0.006,0.110,0.302
MAG-GUT18824,0.000,0.000,0.000,0.005,0.000,0.037,0.219
MAG-GUT1882,0.000,0.000,0.000,0.010,0.001,0.108,0.505
MAG-GUT1883,0.000,0.000,0.001,0.058,0.006,0.111,0.302
MAG-GUT1885,0.000,0.000,0.000,0.017,0.003,0.099,0.405
MAG-GUT1887,0.000,0.000,0.000,0.016,0.003,0.109,0.408
MAG-GUT18888,0.000,0.000,0.000,0.004,0.000,0.031,0.237
MAG-GUT1888,0.000,0.000,0.000,0.015,0.003,0.103,0.398
MAG-GUT18897,0.000,0.002,0.006,0.163,0.027,0.376,0.704
MAG-GUT18907,0.000,0.000,0.000,0.001,0.000,0.012,0.279
MAG-GUT1892,0.000,0.000,0.000,0.017,0.004,0.103,0.415
MAG-GUT18932,0.000,0.000,0.001,0.164,0.025,0.228,0.498
MAG-GUT1894,0.000,0.000,0.000,0.011,0.001,0.101,0.489
MAG-GUT1895,0.000,0.000,0.000,0.017,0.003,0.097,0.405
MAG-GUT18970,0.000,0.002,0.006,0.173,0.031,0.403,0.742
MAG-GUT18974,0.000,0.000,0.001,0.139,0.060,0.299,0.565
MAG-GUT1898,0.000,0.000,0.000,0.017,0.002,0.105,0.421
MAG-GUT1900,0.000,0.000,0.000,0.017,0.002,0.108,0.423
MAG-GUT1904,0.000,0.000,0.000,0.019,0.003,0.101,0.418
MAG-GUT19064,0.000,0.000,0.000,0.026,0.003,0.112,0.361
MAG-GUT19065,0.000,0.000,0.000,0.000,0.000,0.014,0.293
MAG-GUT1906,0.000,0.000,0.000,0.018,0.004,0.101,0.410
MAG-GUT19089,0.000,0.000,0.000,0.263,0.044,0.482,0.686
MAG-GUT1908,0.000,0.000,0.000,0.017,0.003,0.106,0.410
MAG-GUT1911,0.000,0.000,0.000,0.018,0.004,0.104,0.414
MAG-GUT1912,0.000,0.000,0.001,0.055,0.007,0.112,0.302
MAG-GUT1914,0.000,0.000,0.000,0.016,0.003,0.100,0.406
MAG-GUT19155,0.000,0.000,0.000,0.012,0.002,0.028,0.240
MAG-GUT1915,0.000,0.000,0.000,0.009,0.001,0.101,0.497
MAG-GUT19165,0.000,0.000,0.000,0.004,0.000,0.028,0.259
MAG-GUT19182,0.000,0.002,0.017,0.171,0.040,0.260,0.418
MAG-GUT19188,0.000,0.000,0.001,0.004,0.000,0.033,0.300
MAG-GUT19215,0.000,0.000,0.000,0.278,0.092,0.504,0.711
MAG-GUT19219,0.000,0.002,0.015,0.169,0.039,0.257,0.420
MAG-GUT19220,0.000,0.000,0.000,0.045,0.005,0.098,0.277
MAG-GUT19226,0.000,0.000,0.000,0.004,0.000,0.021,0.235
MAG-GUT19290,0.000,0.000,0.000,0.011,0.006,0.084,0.223
MAG-GUT19307,0.000,0.003,0.006,0.173,0.030,0.407,0.746
MAG-GUT1930,0.000,0.000,0.000,0.020,0.000,0.076,0.284
MAG-GUT19408,0.000,0.000,0.000,0.128,0.062,0.275,0.535
MAG-GUT19423,0.000,0.000,0.000,0.010,0.001,0.027,0.237
MAG-GUT19428,0.000,0.000,0.000,0.023,0.004,0.086,0.318
MAG-GUT19429,0.000,0.002,0.007,0.180,0.030,0.412,0.743
MAG-GUT19459,0.000,0.001,0.031,0.155,0.071,0.264,0.487
MAG-GUT1946,0.000,0.000,0.000,0.020,0.004,0.118,0.468
MAG-GUT19533,0.000,0.000,0.000,0.001,0.000,0.011,0.257
MAG-GUT19546,0.000,0.000,0.001,0.006,0.001,0.034,0.274
MAG-GUT1954,0.000,0.000,0.000,0.016,0.000,0.063,0.245
MAG-GUT19561,0.000,0.000,0.000,0.041,0.000,0.147,0.576
MAG-GUT19573,0.000,0.000,0.000,0.006,0.001,0.035,0.298
MAG-GUT19592,0.000,0.000,0.000,0.145,0.066,0.299,0.558
MAG-GUT19599,0.000,0.000,0.000,0.034,0.000,0.126,0.503
MAG-GUT1959,0.000,0.000,0.000,0.023,0.004,0.133,0.498
MAG-GUT195,0.000,0.000,0.000,0.005,0.000,0.043,0.348
MAG-GUT19615,0.000,0.000,0.000,0.006,0.001,0.030,0.287
MAG-GUT19642,0.000,0.001,0.000,0.003,0.002,0.011,0.204
MAG-GUT19644,0.000,0.000,0.000,0.006,0.001,0.048,0.370
MAG-GUT19648,0.000,0.000,0.000,0.005,0.000,0.031,0.193
MAG-GUT19650,0.000,0.002,0.017,0.173,0.039,0.262,0.422
MAG-GUT19680,0.000,0.002,0.010,0.217,0.045,0.319,0.536
MAG-GUT19738,0.000,0.000,0.000,0.040,0.014,0.156,0.459
MAG-GUT1975,0.000,0.000,0.000,0.104,0.008,0.252,0.603
MAG-GUT19764,0.000,0.000,0.000,0.006,0.000,0.033,0.208
MAG-GUT19787,0.000,0.000,0.000,0.028,0.003,0.103,0.293
MAG-GUT19808,0.000,0.000,0.000,0.000,0.000,0.012,0.267
MAG-GUT19853,0.000,0.000,0.000,0.013,0.000,0.085,0.350
MAG-GUT1986,0.000,0.000,0.000,0.102,0.009,0.241,0.600
MAG-GUT19932,0.000,0.000,0.000,0.152,0.071,0.383,0.601
MAG-GUT19947,0.000,0.000,0.000,0.009,0.000,0.047,0.340
MAG-GUT19980,0.000,0.000,0.000,0.006,0.000,0.045,0.361
MAG-GUT19990,0.000,0.002,0.008,0.177,0.030,0.407,0.737
MAG-GUT19996,0.000,0.000,0.000,0.007,0.000,0.038,0.209
MAG-GUT20063,0.000,0.000,0.000,0.005,0.000,0.026,0.296
MAG-GUT20126,0.000,0.000,0.000,0.017,0.002,0.036,0.306
MAG-GUT20177,0.000,0.001,0.017,0.024,0.003,0.083,0.329
MAG-GUT2019,0.000,0.000,0.000,0.000,0.000,0.016,0.232
MAG-GUT2025,0.000,0.000,0.000,0.023,0.005,0.134,0.505
MAG-GUT20261,0.000,0.000,0.000,0.004,0.000,0.040,0.343
MAG-GUT20287,0.000,0.000,0.000,0.078,0.004,0.209,0.694
MAG-GUT20293,0.000,0.002,0.003,0.028,0.007,0.090,0.251
MAG-GUT20294,0.000,0.002,0.006,0.172,0.030,0.402,0.741
MAG-GUT2031,0.000,0.000,0.000,0.021,0.000,0.087,0.299
MAG-GUT20416,0.000,0.003,0.007,0.180,0.033,0.420,0.762
MAG-GUT20461,0.000,0.000,0.000,0.013,0.001,0.028,0.260
MAG-GUT20500,0.000,0.000,0.000,0.012,0.002,0.059,0.284
MAG-GUT2053,0.000,0.000,0.000,0.031,0.003,0.073,0.287
MAG-GUT20540,0.000,0.000,0.000,0.078,0.004,0.203,0.686
MAG-GUT20578,0.000,0.002,0.008,0.134,0.018,0.192,0.349
MAG-GUT2058,0.000,0.000,0.000,0.071,0.007,0.168,0.491
MAG-GUT20603,0.000,0.000,0.000,0.067,0.002,0.170,0.620
MAG-GUT2060,0.000,0.000,0.000,0.000,0.000,0.016,0.227
MAG-GUT20615,0.000,0.000,0.001,0.075,0.007,0.176,0.450
MAG-GUT2061,0.000,0.000,0.000,0.013,0.000,0.060,0.242
MAG-GUT20624,0.000,0.000,0.000,0.064,0.005,0.142,0.372
MAG-GUT20639,0.000,0.000,0.018,0.036,0.014,0.138,0.473
MAG-GUT20745,0.000,0.000,0.000,0.030,0.007,0.114,0.358
MAG-GUT2078,0.000,0.000,0.000,0.054,0.003,0.137,0.395
MAG-GUT2079,0.000,0.000,0.000,0.058,0.002,0.257,0.592
MAG-GUT20810,0.000,0.000,0.000,0.000,0.000,0.013,0.279
MAG-GUT2081,0.000,0.000,0.000,0.034,0.002,0.094,0.409
MAG-GUT2086,0.000,0.000,0.000,0.027,0.002,0.086,0.392
MAG-GUT20896,0.000,0.002,0.009,0.210,0.043,0.308,0.527
MAG-GUT20972,0.000,0.002,0.018,0.162,0.038,0.252,0.410
MAG-GUT20976,0.000,0.000,0.000,0.007,0.001,0.030,0.253
MAG-GUT20984,0.000,0.000,0.002,0.179,0.029,0.252,0.535
MAG-GUT21052,0.000,0.000,0.000,0.007,0.000,0.041,0.297
MAG-GUT21072,0.000,0.000,0.000,0.114,0.020,0.193,0.431
MAG-GUT21076,0.000,0.000,0.000,0.006,0.000,0.028,0.248
MAG-GUT21093,0.000,0.000,0.001,0.076,0.009,0.175,0.455
MAG-GUT21102,0.000,0.002,0.008,0.084,0.010,0.217,0.474
MAG-GUT2110,0.000,0.000,0.000,0.023,0.000,0.108,0.438
MAG-GUT21122,0.000,0.002,0.015,0.174,0.039,0.263,0.411
MAG-GUT21168,0.000,0.000,0.000,0.101,0.038,0.180,0.363
MAG-GUT21188,0.000,0.000,0.002,0.082,0.009,0.180,0.453
MAG-GUT21326,0.000,0.000,0.000,0.107,0.018,0.169,0.405
MAG-GUT21377,0.000,0.000,0.000,0.004,0.002,0.022,0.228
MAG-GUT21378,0.000,0.000,0.000,0.122,0.021,0.190,0.435
MAG-GUT21385,0.000,0.000,0.000,0.005,0.001,0.026,0.244
MAG-GUT2139,0.000,0.000,0.002,0.420,0.388,0.714,0.903
MAG-GUT21424,0.000,0.000,0.000,0.033,0.000,0.125,0.511
MAG-GUT21444,0.000,0.000,0.000,0.124,0.023,0.195,0.435
MAG-GUT21498,0.000,0.000,0.000,0.004,0.000,0.028,0.261
MAG-GUT21531,0.000,0.000,0.000,0.139,0.026,0.222,0.485
MAG-GUT21682,0.000,0.000,0.000,0.028,0.000,0.092,0.340
MAG-GUT21728,0.000,0.000,0.000,0.230,0.141,0.326,0.512
MAG-GUT21785,0.000,0.000,0.000,0.137,0.024,0.217,0.472
MAG-GUT21953,0.000,0.000,0.001,0.019,0.003,0.056,0.436
MAG-GUT21962,0.000,0.000,0.000,0.116,0.007,0.276,0.652
MAG-GUT21972,0.000,0.000,0.000,0.076,0.007,0.165,0.424
MAG-GUT2201,0.000,0.000,0.000,0.070,0.055,0.295,0.570
MAG-GUT2203,0.000,0.000,0.000,0.077,0.002,0.207,0.685
MAG-GUT22049,0.000,0.000,0.000,0.032,0.000,0.129,0.525
MAG-GUT22121,0.000,0.000,0.000,0.001,0.000,0.022,0.226
MAG-GUT22184,0.000,0.003,0.020,0.031,0.007,0.114,0.409
MAG-GUT22238,0.000,0.000,0.000,0.110,0.019,0.173,0.393
MAG-GUT22266,0.000,0.000,0.001,0.003,0.000,0.028,0.267
MAG-GUT22420,0.000,0.000,0.002,0.043,0.005,0.120,0.408
MAG-GUT22452,0.000,0.000,0.001,0.198,0.038,0.280,0.572
MAG-GUT22456,0.000,0.001,0.004,0.207,0.064,0.299,0.483
MAG-GUT22496,0.000,0.000,0.000,0.015,0.002,0.034,0.267
MAG-GUT22502,0.000,0.000,0.000,0.069,0.006,0.146,0.385
MAG-GUT2250,0.000,0.000,0.000,0.074,0.055,0.304,0.582
MAG-GUT22547,0.000,0.000,0.000,0.008,0.000,0.035,0.297
MAG-GUT2256,0.000,0.000,0.000,0.158,0.069,0.400,0.579
MAG-GUT22591,0.000,0.000,0.000,0.001,0.000,0.018,0.186
MAG-GUT22606,0.000,0.000,0.001,0.190,0.158,0.366,0.495
MAG-GUT22619,0.000,0.000,0.000,0.015,0.002,0.033,0.277
MAG-GUT22642,0.000,0.000,0.000,0.001,0.000,0.018,0.321
MAG-GUT22670,0.000,0.000,0.000,0.014,0.000,0.085,0.383
MAG-GUT22684,0.000,0.000,0.000,0.006,0.000,0.033,0.288
MAG-GUT22695,0.000,0.000,0.000,0.005,0.000,0.036,0.292
MAG-GUT22751,0.000,0.000,0.000,0.013,0.001,0.040,0.194
MAG-GUT22776,0.000,0.000,0.000,0.107,0.015,0.267,0.620
MAG-GUT22830,0.000,0.000,0.001,0.148,0.037,0.335,0.616
MAG-GUT22848,0.000,0.000,0.001,0.202,0.040,0.284,0.573
MAG-GUT22878,0.000,0.017,0.034,0.146,0.026,0.251,0.444
MAG-GUT2287,0.000,0.000,0.000,0.005,0.000,0.026,0.261
MAG-GUT2306,0.000,0.000,0.006,0.544,0.463,0.717,0.862
MAG-GUT23210,0.000,0.000,0.002,0.172,0.028,0.245,0.523
MAG-GUT2323,0.000,0.002,0.008,0.268,0.088,0.515,0.751
MAG-GUT23266,0.000,0.000,0.000,0.004,0.002,0.013,0.201
MAG-GUT23276,0.000,0.000,0.003,0.151,0.037,0.308,0.600
MAG-GUT2327,0.000,0.000,0.000,0.035,0.009,0.141,0.428
MAG-GUT23295,0.000,0.001,0.012,0.136,0.039,0.219,0.433
MAG-GUT23346,0.000,0.000,0.000,0.062,0.005,0.145,0.430
MAG-GUT23356,0.000,0.000,0.000,0.004,0.000,0.028,0.262
MAG-GUT23387,0.000,0.000,0.000,0.041,0.001,0.211,0.623
MAG-GUT23397,0.000,0.000,0.001,0.180,0.032,0.250,0.518
MAG-GUT23420,0.000,0.000,0.000,0.005,0.000,0.034,0.300
MAG-GUT23449,0.000,0.000,0.000,0.005,0.000,0.023,0.247
MAG-GUT23546,0.000,0.000,0.000,0.006,0.000,0.021,0.304
MAG-GUT23604,0.000,0.000,0.000,0.023,0.003,0.085,0.407
MAG-GUT23608,0.000,0.000,0.000,0.006,0.000,0.026,0.287
MAG-GUT23613,0.000,0.000,0.002,0.042,0.005,0.111,0.385
MAG-GUT23645,0.000,0.000,0.000,0.004,0.002,0.020,0.205
MAG-GUT2366,0.000,0.000,0.000,0.421,0.250,0.636,0.892
MAG-GUT23691,0.000,0.000,0.000,0.000,0.000,0.011,0.259
MAG-GUT23723,0.000,0.000,0.000,0.066,0.006,0.154,0.451
MAG-GUT23746,0.000,0.000,0.000,0.003,0.000,0.040,0.269
MAG-GUT23753,0.000,0.000,0.000,0.108,0.008,0.256,0.618
MAG-GUT23754,0.000,0.002,0.006,0.166,0.033,0.382,0.706
MAG-GUT23809,0.000,0.000,0.001,0.083,0.009,0.176,0.450
MAG-GUT23816,0.000,0.000,0.002,0.107,0.038,0.188,0.440
MAG-GUT23860,0.000,0.000,0.000,0.074,0.007,0.152,0.390
MAG-GUT23890,0.000,0.000,0.003,0.043,0.005,0.122,0.400
MAG-GUT23960,0.000,0.000,0.000,0.001,0.000,0.013,0.272
MAG-GUT23967,0.000,0.000,0.000,0.009,0.000,0.035,0.173
MAG-GUT23979,0.000,0.000,0.000,0.264,0.045,0.485,0.686
MAG-GUT24052,0.000,0.000,0.000,0.074,0.003,0.202,0.684
MAG-GUT24070,0.000,0.000,0.000,0.030,0.007,0.108,0.344
MAG-GUT24105,0.000,0.000,0.000,0.001,0.000,0.016,0.346
MAG-GUT24113,0.000,0.000,0.000,0.034,0.007,0.130,0.393
MAG-GUT24122,0.000,0.000,0.000,0.005,0.001,0.031,0.265
MAG-GUT24126,0.000,0.000,0.001,0.102,0.027,0.171,0.429
MAG-GUT24142,0.000,0.001,0.000,0.001,0.000,0.011,0.195
MAG-GUT2417,0.000,0.000,0.000,0.041,0.011,0.149,0.443
MAG-GUT24184,0.000,0.000,0.000,0.060,0.011,0.205,0.477
MAG-GUT24197,0.000,0.000,0.000,0.006,0.000,0.031,0.286
MAG-GUT24211,0.000,0.000,0.004,0.045,0.006,0.128,0.406
MAG-GUT24313,0.000,0.000,0.000,0.005,0.000,0.027,0.255
MAG-GUT24369,0.000,0.000,0.001,0.169,0.027,0.232,0.499
MAG-GUT2438,0.000,0.001,0.028,0.303,0.239,0.530,0.832
MAG-GUT24441,0.000,0.000,0.000,0.005,0.000,0.029,0.302
MAG-GUT24472,0.000,0.000,0.000,0.004,0.000,0.029,0.269
MAG-GUT24503,0.000,0.000,0.000,0.005,0.000,0.028,0.251
MAG-GUT24507,0.000,0.000,0.000,0.010,0.000,0.049,0.362
MAG-GUT24534,0.000,0.000,0.000,0.001,0.000,0.014,0.271
MAG-GUT24564,0.000,0.000,0.000,0.014,0.000,0.073,0.346
MAG-GUT24574,0.000,0.000,0.000,0.019,0.005,0.047,0.356
MAG-GUT24606,0.000,0.000,0.000,0.021,0.000,0.125,0.509
MAG-GUT24616,0.000,0.000,0.000,0.014,0.000,0.081,0.368
MAG-GUT24642,0.000,0.000,0.000,0.072,0.005,0.146,0.402
MAG-GUT24657,0.000,0.000,0.000,0.034,0.000,0.121,0.501
MAG-GUT24670,0.000,0.000,0.000,0.015,0.002,0.028,0.235
MAG-GUT24686,0.000,0.000,0.000,0.065,0.005,0.133,0.356
MAG-GUT24735,0.000,0.000,0.000,0.005,0.000,0.036,0.209
MAG-GUT24763,0.000,0.000,0.000,0.000,0.000,0.016,0.271
MAG-GUT24765,0.000,0.000,0.002,0.280,0.145,0.476,0.721
MAG-GUT24787,0.000,0.000,0.000,0.017,0.000,0.092,0.368
MAG-GUT24822,0.000,0.000,0.000,0.004,0.000,0.025,0.243
MAG-GUT24836,0.000,0.000,0.000,0.006,0.000,0.038,0.212
MAG-GUT24840,0.000,0.000,0.000,0.012,0.000,0.076,0.342
MAG-GUT24988,0.000,0.000,0.000,0.012,0.000,0.078,0.353
MAG-GUT25022,0.000,0.000,0.000,0.032,0.000,0.113,0.467
MAG-GUT25048,0.000,0.000,0.000,0.062,0.003,0.178,0.610
MAG-GUT25055,0.000,0.000,0.000,0.030,0.000,0.154,0.586
MAG-GUT25075,0.000,0.000,0.000,0.134,0.063,0.293,0.544
MAG-GUT25077,0.000,0.003,0.012,0.232,0.052,0.331,0.563
MAG-GUT2507,0.000,0.000,0.000,0.005,0.000,0.030,0.248
MAG-GUT25223,0.000,0.000,0.000,0.159,0.071,0.318,0.586
MAG-GUT2525,0.000,0.000,0.000,0.005,0.001,0.030,0.257
MAG-GUT25263,0.000,0.000,0.000,0.142,0.064,0.293,0.547
MAG-GUT25307,0.000,0.000,0.000,0.013,0.000,0.074,0.334
MAG-GUT25340,0.000,0.000,0.000,0.061,0.002,0.167,0.588
MAG-GUT25354,0.000,0.002,0.015,0.164,0.040,0.258,0.421
MAG-GUT25404,0.000,0.000,0.000,0.155,0.032,0.252,0.518
MAG-GUT25429,0.000,0.000,0.000,0.161,0.076,0.404,0.630
MAG-GUT25519,0.000,0.001,0.001,0.067,0.016,0.190,0.467
MAG-GUT25590,0.000,0.000,0.000,0.023,0.001,0.085,0.319
MAG-GUT25605,0.000,0.000,0.000,0.014,0.001,0.054,0.402
MAG-GUT25621,0.000,0.000,0.000,0.001,0.000,0.016,0.274
MAG-GUT25650,0.000,0.000,0.000,0.002,0.000,0.015,0.249
MAG-GUT25763,0.000,0.000,0.000,0.079,0.016,0.135,0.330
MAG-GUT25802,0.000,0.000,0.000,0.141,0.026,0.232,0.498
MAG-GUT25808,0.000,0.000,0.000,0.032,0.010,0.140,0.410
MAG-GUT25847,0.000,0.000,0.000,0.003,0.000,0.029,0.317
MAG-GUT25961,0.000,0.000,0.000,0.079,0.016,0.139,0.338
MAG-GUT26038,0.000,0.001,0.015,0.170,0.046,0.259,0.419
MAG-GUT26059,0.000,0.000,0.000,0.068,0.007,0.148,0.380
MAG-GUT2607,0.000,0.000,0.000,0.142,0.022,0.209,0.399
MAG-GUT26088,0.000,0.000,0.000,0.005,0.000,0.044,0.358
MAG-GUT26204,0.000,0.003,0.015,0.183,0.041,0.269,0.424
