"Supplementary Table S11. Read-level specificity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT54544,0.439,0.810,0.839,0.839,0.783
MAG-GUT54559,0.517,0.882,0.933,0.946,0.947
MAG-GUT54574,0.581,0.967,0.991,0.994,0.982
MAG-GUT54583,0.350,0.799,0.844,0.851,0.788
MAG-GUT54681,0.469,0.934,0.957,0.963,0.968
MAG-GUT5471,0.442,0.949,0.963,0.969,0.946
MAG-GUT54831,0.645,0.985,0.996,0.997,0.995
MAG-GUT5486,0.382,0.876,0.925,0.944,0.912
MAG-GUT54926,0.646,0.932,0.965,0.967,0.958
MAG-GUT54931,0.282,0.586,0.671,0.710,0.817
MAG-GUT54955,0.681,0.927,0.944,0.942,0.867
MAG-GUT54996,0.378,0.804,0.866,0.878,0.895
MAG-GUT55179,0.677,0.939,0.974,0.972,0.972
MAG-GUT55210,0.375,0.717,0.791,0.801,0.795
MAG-GUT55217,0.555,0.918,0.961,0.968,0.957
MAG-GUT5525,0.665,0.954,0.970,0.977,0.963
MAG-GUT55383,0.718,0.892,0.915,0.922,0.858
MAG-GUT55461,0.364,0.827,0.895,0.897,0.918
MAG-GUT55474,0.358,0.820,0.868,0.888,0.905
MAG-GUT55518,0.337,0.804,0.868,0.884,0.900
MAG-GUT5551,0.378,0.815,0.877,0.885,0.914
MAG-GUT55540,0.394,0.814,0.874,0.890,0.912
MAG-GUT55621,0.327,0.824,0.867,0.894,0.915
MAG-GUT5563,0.674,0.955,0.973,0.979,0.968
MAG-GUT55663,0.636,0.960,0.980,0.983,0.965
MAG-GUT55688,0.645,0.964,0.986,0.984,0.970
MAG-GUT55743,0.555,0.982,0.996,0.997,0.991
MAG-GUT5576,0.307,0.794,0.857,0.886,0.862
MAG-GUT5577,0.364,0.827,0.875,0.882,0.901
MAG-GUT55792,0.654,0.912,0.933,0.933,0.869
MAG-GUT55810,0.627,0.977,0.992,0.993,0.993
MAG-GUT55970,0.358,0.820,0.878,0.891,0.914
MAG-GUT55993,0.371,0.834,0.879,0.898,0.909
MAG-GUT56059,0.643,0.921,0.944,0.938,0.865
MAG-GUT5612,0.425,0.946,0.954,0.957,0.933
MAG-GUT56151,0.368,0.818,0.877,0.885,0.902
MAG-GUT56228,0.359,0.819,0.856,0.883,0.900
MAG-GUT56241,0.423,0.838,0.886,0.894,0.917
MAG-GUT56243,0.367,0.805,0.899,0.925,0.885
MAG-GUT5628,0.353,0.807,0.861,0.885,0.899
MAG-GUT56307,0.436,0.949,0.978,0.982,0.980
MAG-GUT56334,0.751,0.985,0.995,0.997,0.983
MAG-GUT56345,0.566,0.973,0.987,0.988,0.986
MAG-GUT5634,0.395,0.860,0.904,0.904,0.888
MAG-GUT5635,0.684,0.949,0.969,0.975,0.964
MAG-GUT56361,0.428,0.794,0.854,0.879,0.881
MAG-GUT56414,0.681,0.942,0.962,0.964,0.957
MAG-GUT56417,0.359,0.934,0.976,0.978,0.982
MAG-GUT56425,0.299,0.957,0.990,0.992,0.985
MAG-GUT56434,0.402,0.840,0.887,0.898,0.916
MAG-GUT56457,0.515,0.800,0.832,0.832,0.827
MAG-GUT56503,0.670,0.955,0.980,0.987,0.986
MAG-GUT56517,0.357,0.826,0.877,0.894,0.908
MAG-GUT56545,0.231,0.919,0.980,0.988,0.982
MAG-GUT56559,0.535,0.899,0.922,0.922,0.923
MAG-GUT56566,0.374,0.969,0.992,0.996,0.994
MAG-GUT56570,0.750,0.944,0.964,0.971,0.961
MAG-GUT56604,0.495,0.871,0.907,0.912,0.908
MAG-GUT56620,0.337,0.818,0.869,0.891,0.900
MAG-GUT56622,0.552,0.945,0.965,0.971,0.967
MAG-GUT56644,0.323,0.807,0.882,0.899,0.881
MAG-GUT56645,0.678,0.955,0.980,0.983,0.970
MAG-GUT56652,0.703,0.941,0.970,0.964,0.959
MAG-GUT56660,0.535,0.959,0.987,0.988,0.984
MAG-GUT5673,0.600,0.909,0.935,0.931,0.908
MAG-GUT56762,0.372,0.810,0.878,0.894,0.873
MAG-GUT5676,0.557,0.899,0.920,0.927,0.921
MAG-GUT56776,0.491,0.950,0.976,0.980,0.978
MAG-GUT56791,0.729,0.984,0.995,0.996,0.990
MAG-GUT56852,0.245,0.907,0.980,0.989,0.986
MAG-GUT56854,0.365,0.826,0.881,0.902,0.914
MAG-GUT5687,0.116,0.673,0.807,0.854,0.916
MAG-GUT56882,0.361,0.836,0.894,0.907,0.917
MAG-GUT56896,0.370,0.809,0.886,0.893,0.875
MAG-GUT56948,0.385,0.742,0.751,0.745,0.720
MAG-GUT56987,0.534,0.959,0.986,0.990,0.986
MAG-GUT57018,0.333,0.807,0.876,0.894,0.880
MAG-GUT57047,0.358,0.839,0.896,0.908,0.895
MAG-GUT57064,0.399,0.826,0.871,0.896,0.912
MAG-GUT57066,0.517,0.887,0.923,0.928,0.925
MAG-GUT57069,0.498,0.821,0.875,0.870,0.616
MAG-GUT57085,0.243,0.924,0.979,0.989,0.980
MAG-GUT57094,0.401,0.738,0.750,0.756,0.706
MAG-GUT57096,0.673,0.932,0.956,0.962,0.953
MAG-GUT57104,0.506,0.950,0.962,0.963,0.947
MAG-GUT57105,0.386,0.848,0.885,0.895,0.918
MAG-GUT57140,0.390,0.830,0.878,0.902,0.915
MAG-GUT57158,0.354,0.933,0.963,0.976,0.979
MAG-GUT57167,0.333,0.762,0.824,0.855,0.845
MAG-GUT57173,0.498,0.831,0.836,0.846,0.914
MAG-GUT57190,0.534,0.873,0.896,0.912,0.901
MAG-GUT57196,0.488,0.949,0.966,0.961,0.949
MAG-GUT57200,0.440,0.932,0.966,0.971,0.972
MAG-GUT5720,0.363,0.855,0.894,0.906,0.877
MAG-GUT57264,0.378,0.954,0.993,0.997,0.989
MAG-GUT57273,0.424,0.954,0.975,0.981,0.980
MAG-GUT5727,0.571,0.928,0.945,0.951,0.948
MAG-GUT57343,0.606,0.944,0.975,0.976,0.964
MAG-GUT57346,0.524,0.873,0.902,0.911,0.910
MAG-GUT57352,0.438,0.964,0.987,0.988,0.989
MAG-GUT57360,0.355,0.828,0.877,0.886,0.900
MAG-GUT57392,0.316,0.677,0.733,0.757,0.802
MAG-GUT57398,0.519,0.897,0.920,0.924,0.919
MAG-GUT57416,0.718,0.986,0.997,0.998,0.988
MAG-GUT57423,0.261,0.757,0.840,0.858,0.850
MAG-GUT57442,0.407,0.955,0.993,0.995,0.990
MAG-GUT57492,0.290,0.661,0.734,0.755,0.791
MAG-GUT57498,0.511,0.873,0.905,0.915,0.910
MAG-GUT57542,0.596,0.891,0.921,0.930,0.923
MAG-GUT57584,0.378,0.819,0.875,0.877,0.908
MAG-GUT57592,0.481,0.881,0.901,0.912,0.906
MAG-GUT57658,0.675,0.982,0.995,0.996,0.985
MAG-GUT57680,0.472,0.963,0.987,0.992,0.989
MAG-GUT57682,0.399,0.871,0.903,0.923,0.899
MAG-GUT57684,0.240,0.802,0.903,0.926,0.946
MAG-GUT57687,0.791,0.992,0.996,0.998,0.995
MAG-GUT57690,0.719,0.982,0.994,0.997,0.986
MAG-GUT57693,0.600,0.944,0.968,0.971,0.965
MAG-GUT57726,0.448,0.729,0.827,0.836,0.637
MAG-GUT57727,0.484,0.947,0.966,0.968,0.950
MAG-GUT57729,0.340,0.884,0.957,0.964,0.953
MAG-GUT57739,0.758,0.982,0.993,0.994,0.985
MAG-GUT57765,0.775,0.949,0.966,0.967,0.956
MAG-GUT57771,0.572,0.892,0.915,0.924,0.912
MAG-GUT57773,0.378,0.814,0.879,0.897,0.908
MAG-GUT57797,0.331,0.823,0.909,0.931,0.951
MAG-GUT57808,0.357,0.804,0.873,0.893,0.886
MAG-GUT57819,0.700,0.985,0.994,0.994,0.993
MAG-GUT57902,0.392,0.842,0.885,0.899,0.917
MAG-GUT57904,0.426,0.734,0.763,0.759,0.730
MAG-GUT57924,0.560,0.986,0.997,0.997,0.995
MAG-GUT57959,0.526,0.918,0.959,0.965,0.959
MAG-GUT57988,0.519,0.885,0.909,0.916,0.912
MAG-GUT58004,0.748,0.987,0.995,0.996,0.987
MAG-GUT58014,0.258,0.949,0.984,0.986,0.981
MAG-GUT58031,0.584,0.947,0.974,0.980,0.952
MAG-GUT58077,0.415,0.941,0.981,0.985,0.983
MAG-GUT58131,0.500,0.947,0.951,0.958,0.934
MAG-GUT58133,0.467,0.874,0.903,0.907,0.900
MAG-GUT58135,0.315,0.868,0.927,0.939,0.941
MAG-GUT58137,0.387,0.829,0.879,0.892,0.911
MAG-GUT58152,0.226,0.593,0.704,0.748,0.690
MAG-GUT58156,0.411,0.746,0.756,0.756,0.714
MAG-GUT58166,0.657,0.939,0.960,0.960,0.949
MAG-GUT58179,0.394,0.972,0.994,0.997,0.995
MAG-GUT58180,0.509,0.937,0.959,0.960,0.938
MAG-GUT58214,0.469,0.807,0.815,0.817,0.896
MAG-GUT58303,0.742,0.983,0.994,0.996,0.991
MAG-GUT58310,0.512,0.883,0.902,0.909,0.901
MAG-GUT58312,0.363,0.818,0.887,0.899,0.917
MAG-GUT58318,0.221,0.933,0.966,0.966,0.965
MAG-GUT58338,0.678,0.960,0.980,0.975,0.971
MAG-GUT58392,0.718,0.984,0.993,0.996,0.987
MAG-GUT58432,0.357,0.807,0.877,0.897,0.886
MAG-GUT58437,0.563,0.946,0.974,0.977,0.966
MAG-GUT5848,0.616,0.962,0.982,0.982,0.970
MAG-GUT58490,0.364,0.826,0.859,0.867,0.883
MAG-GUT58607,0.418,0.919,0.965,0.972,0.966
MAG-GUT58671,0.397,0.809,0.858,0.862,0.886
MAG-GUT58672,0.547,0.902,0.925,0.934,0.925
MAG-GUT58689,0.288,0.774,0.853,0.880,0.859
MAG-GUT58695,0.559,0.811,0.843,0.843,0.828
MAG-GUT58706,0.396,0.930,0.976,0.977,0.976
MAG-GUT58707,0.171,0.521,0.585,0.638,0.767
MAG-GUT58768,0.366,0.740,0.750,0.753,0.720
MAG-GUT5880,0.749,0.984,0.995,0.995,0.981
MAG-GUT5884,0.598,0.937,0.955,0.963,0.953
MAG-GUT58856,0.580,0.951,0.980,0.984,0.973
MAG-GUT58896,0.443,0.932,0.971,0.976,0.970
MAG-GUT58937,0.467,0.903,0.947,0.957,0.945
MAG-GUT58938,0.437,0.964,0.980,0.988,0.990
MAG-GUT58949,0.742,0.979,0.990,0.991,0.982
MAG-GUT58957,0.460,0.958,0.966,0.969,0.952
MAG-GUT58986,0.400,0.834,0.893,0.899,0.915
MAG-GUT5899,0.393,0.923,0.960,0.966,0.960
MAG-GUT59019,0.642,0.962,0.980,0.983,0.972
MAG-GUT59039,0.582,0.939,0.966,0.969,0.963
MAG-GUT59042,0.396,0.805,0.872,0.891,0.903
MAG-GUT59077,0.740,0.988,0.995,0.996,0.990
MAG-GUT59114,0.340,0.715,0.736,0.744,0.701
MAG-GUT59149,0.618,0.954,0.977,0.983,0.970
MAG-GUT5914,0.358,0.822,0.883,0.898,0.888
MAG-GUT59155,0.550,0.920,0.965,0.969,0.965
MAG-GUT59166,0.713,0.977,0.982,0.985,0.977
MAG-GUT59205,0.413,0.752,0.745,0.757,0.712
MAG-GUT5920,0.690,0.988,0.997,0.997,0.994
MAG-GUT59273,0.444,0.877,0.938,0.951,0.943
MAG-GUT59278,0.519,0.947,0.981,0.986,0.967
MAG-GUT59296,0.692,0.983,0.994,0.994,0.994
MAG-GUT59351,0.474,0.950,0.957,0.961,0.946
MAG-GUT59382,0.361,0.830,0.883,0.894,0.915
MAG-GUT593,0.353,0.938,0.981,0.984,0.982
MAG-GUT59412,0.562,0.977,0.990,0.990,0.990
MAG-GUT59472,0.687,0.953,0.978,0.981,0.966
MAG-GUT59481,0.369,0.774,0.853,0.875,0.880
MAG-GUT5948,0.473,0.956,0.963,0.962,0.945
MAG-GUT59492,0.326,0.815,0.876,0.878,0.907
MAG-GUT59497,0.237,0.610,0.701,0.749,0.695
MAG-GUT594,0.364,0.835,0.880,0.890,0.911
MAG-GUT59502,0.563,0.878,0.902,0.908,0.905
MAG-GUT59515,0.633,0.942,0.963,0.964,0.952
MAG-GUT59532,0.338,0.666,0.724,0.753,0.798
MAG-GUT59561,0.229,0.753,0.854,0.879,0.822
MAG-GUT59569,0.307,0.664,0.731,0.758,0.796
MAG-GUT59576,0.498,0.869,0.906,0.912,0.909
MAG-GUT59579,0.319,0.924,0.976,0.982,0.981
MAG-GUT59590,0.688,0.985,0.995,0.996,0.983
MAG-GUT59593,0.739,0.947,0.967,0.971,0.957
MAG-GUT59599,0.330,0.933,0.963,0.975,0.975
MAG-GUT5959,0.521,0.889,0.917,0.922,0.918
MAG-GUT59626,0.537,0.895,0.919,0.927,0.926
MAG-GUT59628,0.390,0.819,0.875,0.907,0.914
MAG-GUT59716,0.654,0.953,0.977,0.978,0.967
MAG-GUT59727,0.543,0.902,0.949,0.954,0.943
MAG-GUT5979,0.693,0.956,0.976,0.979,0.973
MAG-GUT59827,0.506,0.899,0.943,0.961,0.941
MAG-GUT5994,0.400,0.870,0.907,0.920,0.897
MAG-GUT59980,0.707,0.982,0.991,0.992,0.985
MAG-GUT60025,0.374,0.820,0.880,0.889,0.910
MAG-GUT60028,0.472,0.954,0.966,0.971,0.953
MAG-GUT60072,0.346,0.777,0.843,0.861,0.858
MAG-GUT60077,0.524,0.869,0.902,0.911,0.906
MAG-GUT60123,0.545,0.887,0.916,0.923,0.918
MAG-GUT6013,0.366,0.865,0.906,0.908,0.894
MAG-GUT60153,0.350,0.819,0.874,0.881,0.914
MAG-GUT60157,0.508,0.878,0.908,0.910,0.909
MAG-GUT60158,0.621,0.947,0.962,0.969,0.959
MAG-GUT60164,0.377,0.803,0.883,0.906,0.901
MAG-GUT60274,0.746,0.979,0.990,0.989,0.982
MAG-GUT6030,0.687,0.940,0.976,0.979,0.966
MAG-GUT60320,0.545,0.887,0.913,0.928,0.918
MAG-GUT60365,0.482,0.902,0.966,0.969,0.917
MAG-GUT60370,0.542,0.885,0.916,0.926,0.916
MAG-GUT60374,0.383,0.636,0.656,0.683,0.724
MAG-GUT60386,0.394,0.934,0.967,0.971,0.961
MAG-GUT60388,0.397,0.834,0.891,0.899,0.916
MAG-GUT60414,0.668,0.954,0.976,0.983,0.971
MAG-GUT60466,0.554,0.893,0.917,0.924,0.918
MAG-GUT60491,0.541,0.949,0.977,0.979,0.972
MAG-GUT60503,0.322,0.806,0.873,0.882,0.902
MAG-GUT60605,0.552,0.892,0.912,0.927,0.926
MAG-GUT60756,0.764,0.955,0.961,0.972,0.956
MAG-GUT60769,0.679,0.947,0.973,0.976,0.971
MAG-GUT60783,0.393,0.880,0.942,0.957,0.956
MAG-GUT60799,0.757,0.979,0.996,0.996,0.988
MAG-GUT60810,0.347,0.820,0.867,0.897,0.908
MAG-GUT60838,0.368,0.814,0.882,0.893,0.885
MAG-GUT60840,0.429,0.959,0.968,0.967,0.944
MAG-GUT60850,0.399,0.963,0.988,0.987,0.988
MAG-GUT60874,0.215,0.939,0.981,0.982,0.978
MAG-GUT60882,0.595,0.888,0.921,0.928,0.924
MAG-GUT60901,0.378,0.815,0.875,0.884,0.902
MAG-GUT60999,0.546,0.892,0.917,0.925,0.925
MAG-GUT61036,0.447,0.922,0.957,0.965,0.965
MAG-GUT61037,0.580,0.951,0.976,0.983,0.968
MAG-GUT61101,0.261,0.764,0.866,0.877,0.861
MAG-GUT61128,0.397,0.967,0.992,0.996,0.990
MAG-GUT61143,0.447,0.959,0.989,0.990,0.982
MAG-GUT61151,0.347,0.825,0.879,0.884,0.911
MAG-GUT61159,0.623,0.941,0.967,0.972,0.968
MAG-GUT61164,0.422,0.953,0.982,0.986,0.981
MAG-GUT61176,0.467,0.894,0.957,0.965,0.915
MAG-GUT61197,0.535,0.920,0.965,0.970,0.965
MAG-GUT61230,0.750,0.971,0.983,0.983,0.975
MAG-GUT61245,0.416,0.825,0.874,0.886,0.901
MAG-GUT61259,0.487,0.897,0.951,0.959,0.944
MAG-GUT61266,0.291,0.814,0.871,0.895,0.887
MAG-GUT61376,0.509,0.884,0.917,0.923,0.913
MAG-GUT61406,0.352,0.807,0.875,0.888,0.912
MAG-GUT61409,0.493,0.798,0.798,0.794,0.890
MAG-GUT61416,0.287,0.953,0.982,0.986,0.985
MAG-GUT61453,0.346,0.832,0.879,0.889,0.907
MAG-GUT61486,0.447,0.879,0.948,0.959,0.944
MAG-GUT61515,0.388,0.841,0.883,0.902,0.921
MAG-GUT61546,0.307,0.771,0.852,0.879,0.861
MAG-GUT61584,0.566,0.944,0.977,0.974,0.966
MAG-GUT61623,0.548,0.889,0.916,0.927,0.921
MAG-GUT61624,0.360,0.817,0.872,0.891,0.888
MAG-GUT61634,0.536,0.814,0.876,0.875,0.624
MAG-GUT61637,0.240,0.910,0.974,0.990,0.984
MAG-GUT61639,0.403,0.830,0.876,0.887,0.909
MAG-GUT61658,0.505,0.887,0.918,0.922,0.921
MAG-GUT61666,0.325,0.669,0.727,0.756,0.789
MAG-GUT61681,0.587,0.939,0.959,0.959,0.952
MAG-GUT61708,0.162,0.513,0.587,0.648,0.767
MAG-GUT61735,0.485,0.812,0.826,0.827,0.908
MAG-GUT61749,0.163,0.510,0.595,0.635,0.754
MAG-GUT61753,0.362,0.809,0.877,0.887,0.909
MAG-GUT61794,0.320,0.950,0.986,0.992,0.988
MAG-GUT61880,0.405,0.961,0.993,0.996,0.990
MAG-GUT61918,0.544,0.956,0.980,0.984,0.981
MAG-GUT61937,0.480,0.868,0.899,0.904,0.906
MAG-GUT61940,0.755,0.983,0.993,0.994,0.988
MAG-GUT61956,0.381,0.817,0.887,0.903,0.915
MAG-GUT61959,0.597,0.941,0.977,0.979,0.975
MAG-GUT62011,0.363,0.824,0.887,0.898,0.877
MAG-GUT62023,0.638,0.949,0.973,0.976,0.962
MAG-GUT62028,0.344,0.804,0.884,0.915,0.978
MAG-GUT62033,0.572,0.953,0.987,0.989,0.983
MAG-GUT62054,0.543,0.882,0.911,0.914,0.910
MAG-GUT62063,0.366,0.841,0.874,0.901,0.908
MAG-GUT62096,0.391,0.828,0.879,0.895,0.912
MAG-GUT62117,0.534,0.895,0.921,0.925,0.923
MAG-GUT62119,0.765,0.949,0.970,0.972,0.956
MAG-GUT62134,0.396,0.972,0.995,0.997,0.996
MAG-GUT62206,0.734,0.982,0.996,0.997,0.985
MAG-GUT6222,0.421,0.957,0.989,0.990,0.982
MAG-GUT6224,0.361,0.970,0.994,0.996,0.995
MAG-GUT62257,0.767,0.973,0.982,0.986,0.977
MAG-GUT62279,0.577,0.960,0.982,0.983,0.980
MAG-GUT62293,0.727,0.985,0.993,0.995,0.995
MAG-GUT6229,0.423,0.965,0.995,0.997,0.989
MAG-GUT6233,0.395,0.950,0.987,0.990,0.984
MAG-GUT62370,0.478,0.786,0.800,0.800,0.891
MAG-GUT6238,0.435,0.957,0.989,0.992,0.985
MAG-GUT62393,0.161,0.518,0.601,0.643,0.769
MAG-GUT62413,0.348,0.819,0.891,0.905,0.887
MAG-GUT6241,0.453,0.959,0.991,0.995,0.989
MAG-GUT62429,0.741,0.977,0.992,0.994,0.983
MAG-GUT62444,0.491,0.884,0.902,0.909,0.904
MAG-GUT6244,0.533,0.933,0.973,0.978,0.951
MAG-GUT62461,0.355,0.808,0.856,0.873,0.889
MAG-GUT62468,0.293,0.938,0.987,0.994,0.988
MAG-GUT6247,0.543,0.933,0.975,0.980,0.956
MAG-GUT62485,0.229,0.795,0.856,0.875,0.863
MAG-GUT62491,0.343,0.845,0.879,0.888,0.913
MAG-GUT62509,0.543,0.885,0.914,0.927,0.919
MAG-GUT6251,0.509,0.936,0.975,0.983,0.958
MAG-GUT6256,0.508,0.931,0.976,0.979,0.955
MAG-GUT62601,0.347,0.829,0.879,0.896,0.915
MAG-GUT6261,0.551,0.932,0.975,0.981,0.958
MAG-GUT62629,0.655,0.953,0.976,0.978,0.972
MAG-GUT62657,0.654,0.953,0.968,0.971,0.967
MAG-GUT62658,0.346,0.926,0.978,0.980,0.980
MAG-GUT6265,0.561,0.935,0.977,0.980,0.957
MAG-GUT62666,0.516,0.880,0.903,0.911,0.906
MAG-GUT6273,0.540,0.938,0.977,0.980,0.958
MAG-GUT6274,0.415,0.964,0.994,0.997,0.991
MAG-GUT62790,0.389,0.971,0.991,0.995,0.995
MAG-GUT6280,0.533,0.935,0.978,0.977,0.958
MAG-GUT62857,0.755,0.978,0.994,0.996,0.992
MAG-GUT6286,0.554,0.938,0.975,0.979,0.959
MAG-GUT6290,0.548,0.927,0.973,0.981,0.960
MAG-GUT6291,0.445,0.961,0.993,0.998,0.990
MAG-GUT62924,0.517,0.949,0.978,0.988,0.963
MAG-GUT62939,0.491,0.947,0.980,0.985,0.968
MAG-GUT62996,0.734,0.976,0.992,0.993,0.987
MAG-GUT63100,0.529,0.947,0.979,0.980,0.965
MAG-GUT63105,0.767,0.970,0.988,0.988,0.983
MAG-GUT63117,0.738,0.972,0.987,0.986,0.983
MAG-GUT63164,0.583,0.968,0.993,0.991,0.975
MAG-GUT63198,0.697,0.941,0.980,0.983,0.983
MAG-GUT63214,0.697,0.943,0.974,0.983,0.985
MAG-GUT63219,0.701,0.937,0.977,0.985,0.985
MAG-GUT63279,0.727,0.969,0.986,0.984,0.976
MAG-GUT63286,0.705,0.945,0.976,0.984,0.985
MAG-GUT63356,0.537,0.950,0.979,0.982,0.964
MAG-GUT63373,0.722,0.939,0.977,0.983,0.986
MAG-GUT63462,0.545,0.945,0.975,0.977,0.956
MAG-GUT63496,0.694,0.942,0.975,0.985,0.985
MAG-GUT63569,0.516,0.941,0.978,0.981,0.966
MAG-GUT63586,0.706,0.934,0.974,0.985,0.983
MAG-GUT63602,0.700,0.940,0.975,0.983,0.982
MAG-GUT6384,0.609,0.975,0.990,0.993,0.976
MAG-GUT640,0.454,0.957,0.966,0.966,0.948
MAG-GUT64345,0.148,0.728,0.825,0.863,0.928
MAG-GUT64457,0.442,0.879,0.926,0.944,0.918
MAG-GUT6445,0.623,0.969,0.985,0.989,0.974
MAG-GUT64513,0.124,0.719,0.820,0.865,0.927
MAG-GUT64686,0.631,0.974,0.989,0.990,0.990
MAG-GUT646,0.182,0.668,0.804,0.835,0.814
MAG-GUT6489,0.618,0.967,0.990,0.994,0.979
MAG-GUT65341,0.715,0.979,0.995,0.997,0.991
MAG-GUT65359,0.583,0.977,0.991,0.992,0.987
MAG-GUT65550,0.541,0.970,0.993,0.996,0.994
MAG-GUT65553,0.472,0.969,0.990,0.993,0.990
MAG-GUT65559,0.536,0.972,0.991,0.994,0.988
MAG-GUT65576,0.452,0.726,0.767,0.775,0.837
MAG-GUT65584,0.307,0.667,0.719,0.718,0.699
MAG-GUT65588,0.454,0.747,0.774,0.785,0.848
MAG-GUT65671,0.894,0.997,1.000,1.000,1.000
MAG-GUT65795,0.304,0.921,0.965,0.978,0.980
MAG-GUT65836,0.326,0.818,0.891,0.909,0.890
MAG-GUT65895,0.709,0.979,0.995,0.997,0.991
MAG-GUT66011,0.455,0.895,0.945,0.948,0.941
MAG-GUT66097,0.632,0.976,0.989,0.993,0.993
MAG-GUT66098,0.322,0.588,0.650,0.683,0.695
MAG-GUT66111,0.308,0.556,0.651,0.681,0.701
MAG-GUT6612,0.552,0.941,0.973,0.974,0.964
MAG-GUT66152,0.610,0.861,0.891,0.898,0.881
MAG-GUT6615,0.411,0.974,0.991,0.993,0.992
MAG-GUT66161,0.626,0.875,0.900,0.900,0.881
MAG-GUT6619,0.499,0.957,0.981,0.986,0.981
MAG-GUT6623,0.730,0.980,0.990,0.992,0.987
MAG-GUT66278,0.466,0.898,0.942,0.954,0.939
MAG-GUT66279,0.631,0.967,0.983,0.985,0.980
MAG-GUT66288,0.450,0.876,0.940,0.950,0.937
MAG-GUT66322,0.510,0.790,0.819,0.832,0.884
MAG-GUT66330,0.501,0.792,0.820,0.839,0.881
MAG-GUT66335,0.462,0.894,0.943,0.951,0.945
MAG-GUT66378,0.431,0.752,0.819,0.840,0.850
MAG-GUT66382,0.438,0.751,0.817,0.837,0.847
MAG-GUT66408,0.696,0.979,0.989,0.990,0.988
MAG-GUT66514,0.391,0.834,0.865,0.861,0.832
MAG-GUT66577,0.411,0.837,0.882,0.898,0.918
MAG-GUT66621,0.354,0.827,0.884,0.889,0.911
MAG-GUT66668,0.371,0.821,0.887,0.890,0.903
MAG-GUT66701,0.338,0.936,0.975,0.985,0.984
MAG-GUT66714,0.417,0.797,0.831,0.838,0.807
MAG-GUT6679,0.546,0.889,0.914,0.921,0.917
MAG-GUT66843,0.705,0.977,0.994,0.996,0.990
MAG-GUT66846,0.712,0.975,0.994,0.993,0.989
MAG-GUT66874,0.350,0.825,0.876,0.888,0.905
MAG-GUT66881,0.347,0.817,0.866,0.883,0.905
MAG-GUT66885,0.355,0.823,0.878,0.891,0.910
MAG-GUT66889,0.357,0.841,0.889,0.906,0.888
MAG-GUT66901,0.587,0.967,0.984,0.983,0.982
MAG-GUT66915,0.261,0.729,0.851,0.883,0.933
MAG-GUT66916,0.403,0.934,0.965,0.960,0.939
MAG-GUT66918,0.670,0.936,0.957,0.958,0.940
MAG-GUT66949,0.413,0.884,0.944,0.955,0.954
MAG-GUT66953,0.143,0.706,0.838,0.869,0.929
MAG-GUT66991,0.672,0.960,0.974,0.980,0.967
MAG-GUT67012,0.419,0.857,0.933,0.947,0.924
MAG-GUT67029,0.374,0.839,0.913,0.921,0.899
MAG-GUT6708,0.637,0.968,0.986,0.988,0.983
MAG-GUT67120,0.630,0.957,0.973,0.979,0.965
MAG-GUT67224,0.512,0.956,0.986,0.989,0.978
MAG-GUT6722,0.503,0.951,0.982,0.981,0.982
MAG-GUT67253,0.165,0.681,0.823,0.868,0.924
MAG-GUT67256,0.144,0.687,0.827,0.856,0.925
MAG-GUT6727,0.444,0.965,0.992,0.995,0.992
MAG-GUT67367,0.622,0.959,0.983,0.984,0.974
MAG-GUT67531,0.342,0.941,0.987,0.991,0.991
MAG-GUT6753,0.231,0.732,0.834,0.872,0.916
MAG-GUT67550,0.591,0.959,0.986,0.989,0.984
MAG-GUT67625,0.281,0.926,0.977,0.983,0.983
MAG-GUT67681,0.674,0.970,0.990,0.994,0.989
MAG-GUT67689,0.680,0.973,0.988,0.990,0.985
MAG-GUT67723,0.610,0.932,0.947,0.948,0.927
MAG-GUT67741,0.295,0.638,0.729,0.741,0.686
MAG-GUT67770,0.639,0.955,0.970,0.975,0.953
MAG-GUT67779,0.643,0.955,0.981,0.978,0.964
MAG-GUT67799,0.149,0.699,0.831,0.866,0.925
MAG-GUT67830,0.607,0.941,0.961,0.963,0.941
MAG-GUT67839,0.667,0.945,0.964,0.968,0.947
MAG-GUT6784,0.294,0.946,0.984,0.991,0.988
MAG-GUT67975,0.408,0.867,0.917,0.923,0.898
MAG-GUT67977,0.628,0.954,0.977,0.977,0.957
MAG-GUT67985,0.429,0.729,0.746,0.729,0.666
MAG-GUT68007,0.647,0.950,0.972,0.975,0.955
MAG-GUT68023,0.653,0.956,0.976,0.974,0.959
MAG-GUT68043,0.450,0.955,0.988,0.992,0.983
MAG-GUT6806,0.265,0.685,0.781,0.790,0.630
MAG-GUT68072,0.453,0.950,0.978,0.985,0.983
MAG-GUT68086,0.136,0.710,0.841,0.878,0.933
MAG-GUT68091,0.518,0.969,0.992,0.996,0.993
MAG-GUT68111,0.429,0.730,0.753,0.746,0.656
MAG-GUT68145,0.645,0.942,0.969,0.967,0.941
MAG-GUT68157,0.672,0.958,0.977,0.981,0.968
MAG-GUT68181,0.655,0.956,0.977,0.979,0.963
