"Supplementary Table S9. Read-level specificity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT15625,0.000,0.000,0.143,0.992,0.995,0.973,0.896
MAG-GUT1565,0.000,0.000,0.000,0.994,1.000,1.000,0.998
MAG-GUT15742,0.000,0.000,0.000,0.921,0.906,0.853,0.912
MAG-GUT1578,0.000,0.000,0.000,0.976,1.000,0.995,0.996
MAG-GUT15797,0.000,0.000,0.000,0.854,0.111,0.889,0.861
MAG-GUT1584,0.000,0.000,0.000,0.868,0.860,0.881,0.848
MAG-GUT15850,0.000,0.000,0.000,0.261,0.200,0.789,0.941
MAG-GUT15872,0.000,0.000,0.000,0.994,0.986,0.987,0.983
MAG-GUT15880,0.000,0.000,0.000,1.000,1.000,0.994,0.996
MAG-GUT15909,0.000,0.000,0.000,0.466,0.333,0.706,0.737
MAG-GUT15914,0.000,1.000,1.000,0.991,0.993,0.988,0.986
MAG-GUT15916,0.000,0.000,0.667,0.845,0.667,0.951,0.977
MAG-GUT15989,0.000,0.333,0.000,0.937,0.500,0.931,0.969
MAG-GUT16017,0.000,0.000,0.000,0.832,0.950,0.940,0.955
MAG-GUT160,0.000,0.000,0.000,0.878,0.750,0.911,0.941
MAG-GUT16113,0.000,1.000,1.000,0.999,1.000,0.997,0.988
MAG-GUT16117,0.000,0.000,0.000,0.842,0.917,0.932,0.955
MAG-GUT16129,0.000,1.000,0.928,0.965,0.936,0.983,0.983
MAG-GUT16149,0.000,0.000,0.000,0.950,0.571,0.990,0.988
MAG-GUT16156,0.000,1.000,0.571,0.246,0.048,0.405,0.857
MAG-GUT16183,0.000,1.000,0.993,0.996,0.995,0.995,0.986
MAG-GUT16297,0.000,0.000,0.000,0.222,0.000,0.538,0.898
MAG-GUT1636,0.000,0.000,1.000,0.997,1.000,0.998,0.993
MAG-GUT16398,0.000,0.000,1.000,0.954,0.894,0.913,0.885
MAG-GUT16481,0.000,0.000,0.000,0.929,0.500,0.984,0.981
MAG-GUT16496,0.000,1.000,1.000,1.000,1.000,0.999,0.997
MAG-GUT1652,0.000,0.000,0.000,0.633,0.068,0.791,0.931
MAG-GUT16567,0.000,1.000,0.985,0.996,0.999,0.995,0.992
MAG-GUT16625,0.000,1.000,0.981,1.000,1.000,0.998,0.997
MAG-GUT16712,0.000,1.000,0.924,0.972,0.928,0.988,0.980
MAG-GUT16715,0.000,0.000,1.000,0.945,0.400,0.991,0.988
MAG-GUT16720,0.000,0.000,0.000,0.993,0.993,0.992,0.988
MAG-GUT1677,0.000,0.000,0.600,0.927,0.927,0.880,0.941
MAG-GUT16845,0.000,1.000,1.000,0.996,0.998,0.995,0.990
MAG-GUT16851,0.000,0.000,0.000,0.848,1.000,0.776,0.779
MAG-GUT16881,0.000,0.000,0.750,0.178,0.000,0.466,0.892
MAG-GUT1694,0.000,0.000,0.000,0.921,0.750,0.906,0.977
MAG-GUT16984,0.000,0.000,0.000,0.959,1.000,0.990,0.990
MAG-GUT17013,0.000,0.000,0.000,0.905,1.000,0.909,0.944
MAG-GUT17016,0.000,1.000,1.000,1.000,1.000,0.997,0.985
MAG-GUT17028,0.000,0.000,0.000,0.937,0.482,0.959,0.981
MAG-GUT17049,0.000,0.000,0.000,0.833,0.222,0.954,0.976
MAG-GUT1707,0.000,0.000,0.000,0.758,0.000,0.962,0.931
MAG-GUT17170,0.000,0.000,0.000,0.882,0.400,0.910,0.864
MAG-GUT17212,0.000,0.000,0.000,0.227,0.000,0.731,0.935
MAG-GUT17247,0.000,0.000,0.000,0.973,0.889,0.960,0.972
MAG-GUT17254,0.000,1.000,0.958,0.985,0.964,0.992,0.991
MAG-GUT17255,0.000,0.000,1.000,0.912,1.000,0.880,0.941
MAG-GUT17271,0.000,0.000,0.667,0.989,0.992,0.972,0.885
MAG-GUT17288,0.000,0.000,0.000,1.000,1.000,0.970,0.799
MAG-GUT1728,0.000,0.000,1.000,0.843,0.250,0.958,0.983
MAG-GUT17299,0.000,0.000,0.000,0.910,0.286,0.965,0.976
MAG-GUT17314,0.000,0.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT17379,0.000,0.000,0.000,0.932,0.400,0.982,0.980
MAG-GUT17399,0.000,0.000,0.000,0.841,1.000,0.879,0.916
MAG-GUT17401,0.000,1.000,0.940,0.986,0.979,0.993,0.993
MAG-GUT1743,0.000,0.000,0.000,0.966,0.866,0.967,0.967
MAG-GUT17473,0.000,0.000,0.000,0.936,0.778,0.879,0.943
MAG-GUT17488,0.000,1.000,1.000,0.997,0.993,0.997,0.994
MAG-GUT17515,0.000,0.000,0.500,0.932,0.700,0.876,0.947
MAG-GUT17598,0.000,0.000,0.059,0.984,0.974,0.980,0.978
MAG-GUT1761,0.000,0.000,0.000,0.906,0.471,0.904,0.974
MAG-GUT1763,0.000,1.000,0.500,0.257,0.010,0.405,0.868
MAG-GUT17664,0.000,0.000,0.000,0.928,0.333,0.898,0.899
MAG-GUT17671,0.000,0.000,0.000,0.886,0.400,0.914,0.885
MAG-GUT17697,0.000,0.000,0.000,0.724,1.000,0.852,0.879
MAG-GUT17705,0.000,0.000,0.000,0.880,0.882,0.834,0.785
MAG-GUT17713,0.000,0.000,0.000,0.807,0.000,0.930,0.972
MAG-GUT17733,0.000,1.000,1.000,0.995,0.992,0.995,0.982
MAG-GUT17776,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT17782,0.000,0.000,0.000,0.941,0.875,0.978,0.780
MAG-GUT17793,0.000,0.000,0.000,0.971,0.955,0.943,0.930
MAG-GUT1788,0.000,0.000,0.000,0.174,0.000,0.821,0.963
MAG-GUT1792,0.000,0.964,0.965,0.982,0.977,0.980,0.972
MAG-GUT1796,0.000,0.000,1.000,0.272,0.061,0.481,0.897
MAG-GUT18024,0.000,0.000,0.000,0.741,0.000,0.855,0.912
MAG-GUT18031,0.000,0.000,0.000,1.000,0.000,0.643,0.732
MAG-GUT18037,0.000,0.000,0.941,0.993,0.971,0.996,0.993
MAG-GUT1806,0.000,0.000,0.333,0.242,0.000,0.494,0.891
MAG-GUT18125,0.000,0.000,0.000,0.969,0.833,0.926,0.912
MAG-GUT18181,0.000,0.000,0.167,0.202,0.000,0.432,0.885
MAG-GUT18195,0.000,0.000,0.667,0.987,0.998,0.971,0.891
MAG-GUT18210,0.000,0.000,0.700,0.981,0.997,0.973,0.906
MAG-GUT18233,0.000,1.000,1.000,0.989,0.967,0.991,0.989
MAG-GUT1826,0.000,0.000,0.000,0.996,1.000,0.992,0.966
MAG-GUT18296,0.000,0.000,0.000,0.981,0.957,0.994,0.994
MAG-GUT18312,0.000,0.000,0.333,0.983,0.996,0.973,0.896
MAG-GUT18333,0.000,0.000,0.000,0.981,0.957,0.982,0.981
MAG-GUT18340,0.000,0.000,0.000,0.845,0.400,0.963,0.976
MAG-GUT18361,0.000,0.000,0.500,0.990,0.995,0.974,0.891
MAG-GUT18366,0.000,0.000,0.000,0.833,0.000,0.874,0.903
MAG-GUT1840,0.000,0.000,0.000,0.882,0.500,0.932,0.885
MAG-GUT18425,0.000,0.000,1.000,0.992,0.981,0.992,0.985
MAG-GUT18429,0.000,0.000,0.000,0.965,0.949,0.959,0.971
MAG-GUT18447,0.000,1.000,1.000,0.999,1.000,0.996,0.989
MAG-GUT18523,0.000,0.000,0.000,0.996,1.000,0.998,0.995
MAG-GUT18526,0.000,0.000,0.000,0.991,1.000,0.990,0.990
MAG-GUT18564,0.000,0.000,0.429,0.150,0.000,0.454,0.877
MAG-GUT18577,0.000,0.000,0.500,0.969,0.926,0.946,0.932
MAG-GUT1861,0.000,0.000,0.000,0.125,0.000,0.847,0.985
MAG-GUT18620,0.000,1.000,1.000,0.997,0.983,0.999,0.999
MAG-GUT18629,0.000,0.000,0.000,0.381,0.000,0.805,0.960
MAG-GUT1870,0.000,1.000,1.000,0.967,0.861,0.973,0.964
MAG-GUT1871,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT1873,0.000,1.000,1.000,0.984,0.971,0.983,0.968
MAG-GUT1875,0.000,0.000,0.000,0.988,1.000,0.998,0.997
MAG-GUT1876,0.000,0.000,0.000,1.000,1.000,0.998,0.996
MAG-GUT1877,0.000,1.000,1.000,0.974,0.947,0.979,0.957
MAG-GUT18785,0.000,1.000,0.970,0.959,0.968,0.983,0.976
MAG-GUT1880,0.000,0.000,0.000,0.994,0.955,0.999,0.998
MAG-GUT18812,0.000,1.000,1.000,0.999,1.000,0.998,0.995
MAG-GUT18819,0.000,0.000,0.000,0.990,0.985,0.985,0.866
MAG-GUT1881,0.000,1.000,1.000,0.969,0.953,0.979,0.962
MAG-GUT18824,0.000,0.000,0.000,0.769,0.500,0.875,0.906
MAG-GUT1882,0.000,0.000,0.000,1.000,1.000,0.999,0.996
MAG-GUT1883,0.000,1.000,1.000,0.978,0.968,0.980,0.965
MAG-GUT1885,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT1887,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT18888,0.000,0.000,0.000,0.935,0.000,0.945,0.969
MAG-GUT1888,0.000,0.000,0.000,1.000,1.000,0.999,0.997
MAG-GUT18897,0.000,0.960,0.951,0.983,0.951,0.990,0.987
MAG-GUT18907,0.000,0.000,0.000,0.300,0.000,0.781,0.933
MAG-GUT1892,0.000,0.000,0.000,0.994,1.000,0.999,0.996
MAG-GUT18932,0.000,0.000,1.000,0.993,0.977,0.990,0.985
MAG-GUT1894,0.000,0.000,0.000,0.938,0.667,0.985,0.993
MAG-GUT1895,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT18970,0.000,1.000,0.952,0.985,0.962,0.993,0.992
MAG-GUT18974,0.000,0.000,0.800,0.991,0.998,0.980,0.897
MAG-GUT1898,0.000,0.000,0.000,1.000,1.000,1.000,0.998
MAG-GUT1900,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT1904,0.000,0.000,1.000,1.000,1.000,0.999,0.998
MAG-GUT19064,0.000,0.000,0.000,0.727,0.582,0.842,0.841
MAG-GUT19065,0.000,0.000,0.000,0.286,0.000,0.894,0.955
MAG-GUT1906,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT19089,0.000,0.000,0.000,0.995,0.984,0.994,0.990
MAG-GUT1908,0.000,0.000,0.000,0.988,1.000,0.999,0.997
MAG-GUT1911,0.000,0.000,0.000,1.000,1.000,0.999,0.997
MAG-GUT1912,0.000,0.750,0.714,0.977,0.897,0.974,0.970
MAG-GUT1914,0.000,0.000,0.000,0.994,1.000,1.000,0.997
MAG-GUT19155,0.000,0.000,0.000,0.878,0.708,0.890,0.967
MAG-GUT1915,0.000,0.000,0.000,0.988,0.857,1.000,0.997
MAG-GUT19165,0.000,0.000,0.000,0.155,0.000,0.444,0.886
MAG-GUT19182,0.000,1.000,1.000,0.995,0.995,0.995,0.988
MAG-GUT19188,0.000,0.000,0.714,0.161,0.000,0.485,0.907
MAG-GUT19215,0.000,0.000,1.000,0.995,0.994,0.990,0.982
MAG-GUT19219,0.000,1.000,0.987,0.999,0.997,0.994,0.993
MAG-GUT19220,0.000,0.000,0.000,0.958,0.865,0.922,0.910
MAG-GUT19226,0.000,0.000,0.000,0.844,0.500,0.858,0.921
MAG-GUT19290,0.000,0.000,0.000,0.946,0.926,0.978,0.876
MAG-GUT19307,0.000,1.000,0.928,0.985,0.974,0.992,0.993
MAG-GUT1930,0.000,0.000,0.000,0.919,0.250,0.915,0.860
MAG-GUT19408,0.000,0.000,0.400,0.986,0.995,0.970,0.885
MAG-GUT19423,0.000,0.000,0.000,0.954,0.700,0.927,0.970
MAG-GUT19428,0.000,0.000,0.000,0.996,1.000,0.998,0.861
MAG-GUT19429,0.000,1.000,0.961,0.984,0.971,0.993,0.993
MAG-GUT19459,0.000,1.000,1.000,0.996,1.000,0.998,0.994
MAG-GUT1946,0.000,0.000,0.000,1.000,1.000,0.998,0.999
MAG-GUT19533,0.000,0.000,0.000,0.364,0.000,0.793,0.939
MAG-GUT19546,0.000,0.000,0.700,0.214,0.162,0.481,0.886
MAG-GUT1954,0.000,0.000,0.000,0.872,0.600,0.903,0.894
MAG-GUT19561,0.000,0.000,0.000,0.815,0.000,0.900,0.937
MAG-GUT19573,0.000,0.000,0.400,0.213,0.233,0.466,0.885
MAG-GUT19592,0.000,0.000,0.250,0.993,1.000,0.977,0.892
MAG-GUT19599,0.000,0.000,0.000,0.710,0.000,0.847,0.907
MAG-GUT1959,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT195,0.000,0.000,1.000,0.873,0.000,0.980,0.980
MAG-GUT19615,0.000,0.000,0.000,0.197,0.242,0.434,0.878
MAG-GUT19642,0.000,1.000,0.000,0.508,0.714,0.404,0.756
MAG-GUT19644,0.000,0.000,0.000,0.797,0.818,0.954,0.968
MAG-GUT19648,0.000,0.000,0.000,0.875,0.800,0.836,0.887
MAG-GUT19650,0.000,1.000,1.000,0.997,1.000,0.993,0.990
MAG-GUT19680,0.000,1.000,1.000,0.999,0.993,0.995,0.988
MAG-GUT19738,0.000,0.500,0.500,0.863,0.914,0.930,0.947
MAG-GUT1975,0.000,0.000,0.000,0.965,0.943,0.956,0.973
MAG-GUT19764,0.000,0.000,0.000,0.863,0.250,0.874,0.893
MAG-GUT19787,0.000,0.000,0.000,0.776,0.484,0.855,0.907
MAG-GUT19808,0.000,0.000,0.000,0.167,0.000,0.781,0.950
MAG-GUT19853,0.000,0.000,0.000,0.985,1.000,0.987,0.993
MAG-GUT1986,0.000,0.000,0.000,0.976,0.892,0.962,0.971
MAG-GUT19932,0.000,0.000,0.000,0.908,0.780,0.906,0.909
MAG-GUT19947,0.000,0.000,1.000,0.989,1.000,0.987,0.993
MAG-GUT19980,0.000,0.000,0.000,0.922,0.200,0.972,0.976
MAG-GUT19990,0.000,1.000,0.939,0.988,0.971,0.995,0.992
MAG-GUT19996,0.000,0.000,0.000,0.677,1.000,0.834,0.889
MAG-GUT20063,0.000,0.000,0.000,0.943,1.000,0.926,0.951
MAG-GUT20126,0.000,0.000,0.000,0.938,0.815,0.919,0.977
MAG-GUT20177,0.000,1.000,1.000,0.960,0.825,0.987,0.992
MAG-GUT2019,0.000,0.000,0.000,0.174,0.000,0.836,0.980
MAG-GUT2025,0.000,0.000,0.000,0.996,1.000,1.000,0.999
MAG-GUT20261,0.000,0.000,1.000,0.694,0.000,0.950,0.976
MAG-GUT20287,0.000,0.000,1.000,0.923,0.857,0.884,0.942
MAG-GUT20293,0.000,1.000,1.000,0.972,1.000,0.967,0.896
MAG-GUT20294,0.000,1.000,1.000,0.985,0.952,0.991,0.991
MAG-GUT2031,0.000,0.000,0.000,0.867,0.000,0.923,0.875
MAG-GUT20416,0.000,1.000,1.000,0.986,0.973,0.994,0.994
MAG-GUT20461,0.000,0.000,0.000,0.894,0.700,0.896,0.970
MAG-GUT20500,0.000,0.000,0.000,1.000,1.000,0.993,0.989
MAG-GUT2053,0.000,0.000,0.000,0.885,0.938,0.857,0.860
MAG-GUT20540,0.000,0.000,0.500,0.942,0.780,0.880,0.940
MAG-GUT20578,0.000,1.000,1.000,1.000,1.000,1.000,0.996
MAG-GUT2058,0.000,0.000,0.000,0.996,1.000,0.994,0.968
MAG-GUT20603,0.000,0.000,0.500,0.925,0.955,0.869,0.936
MAG-GUT2060,0.000,0.000,0.000,0.211,0.000,0.907,0.985
MAG-GUT20615,0.000,0.000,1.000,0.980,0.957,0.977,0.974
MAG-GUT2061,0.000,0.000,0.000,0.836,0.000,0.906,0.890
MAG-GUT20624,0.000,0.000,0.250,0.964,0.855,0.928,0.914
MAG-GUT20639,0.000,0.038,0.867,0.899,0.815,0.935,0.974
MAG-GUT20745,0.000,1.000,0.667,0.990,1.000,0.993,0.992
MAG-GUT2078,0.000,0.000,0.000,0.975,0.824,0.984,0.954
MAG-GUT2079,0.000,0.000,0.000,0.988,0.882,0.997,0.989
MAG-GUT20810,0.000,0.000,0.000,0.000,0.000,0.816,0.944
MAG-GUT2081,0.000,0.000,0.000,0.885,0.607,0.894,0.922
MAG-GUT2086,0.000,0.000,0.000,0.884,0.655,0.906,0.929
MAG-GUT20896,0.000,1.000,0.989,1.000,1.000,1.000,0.995
MAG-GUT20972,0.000,1.000,0.995,0.996,0.992,0.991,0.976
MAG-GUT20976,0.000,0.000,1.000,0.263,0.306,0.453,0.873
MAG-GUT20984,0.000,0.000,1.000,0.994,0.993,0.991,0.985
MAG-GUT21052,0.000,0.000,0.000,0.925,0.750,0.958,0.946
MAG-GUT21072,0.000,0.000,0.000,0.980,0.967,0.965,0.964
MAG-GUT21076,0.000,0.000,0.750,0.226,0.056,0.444,0.868
MAG-GUT21093,0.000,0.000,0.929,0.990,0.978,0.990,0.977
MAG-GUT21102,0.000,1.000,0.963,0.958,0.971,0.983,0.976
MAG-GUT2110,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT21122,0.000,1.000,1.000,0.998,1.000,0.997,0.991
MAG-GUT21168,0.000,0.000,0.000,0.790,0.683,0.725,0.737
MAG-GUT21188,0.000,0.000,0.941,0.974,0.934,0.977,0.971
MAG-GUT21326,0.000,0.000,0.000,0.942,0.793,0.929,0.946
MAG-GUT21377,0.000,0.000,0.000,0.886,0.815,0.936,0.976
MAG-GUT21378,0.000,0.000,0.000,0.989,0.995,0.965,0.957
MAG-GUT21385,0.000,0.000,0.400,0.215,0.231,0.444,0.893
MAG-GUT2139,0.000,0.000,1.000,1.000,1.000,0.996,0.985
MAG-GUT21424,0.000,0.000,0.000,0.784,0.000,0.882,0.921
MAG-GUT21444,0.000,0.000,0.000,0.990,0.996,0.982,0.968
MAG-GUT21498,0.000,0.000,0.400,0.186,0.042,0.466,0.873
MAG-GUT21531,0.000,0.000,1.000,0.991,0.985,0.984,0.980
MAG-GUT21682,0.000,0.000,0.000,0.937,0.500,0.941,0.912
MAG-GUT21728,0.000,0.000,0.000,0.992,0.996,0.988,0.979
MAG-GUT21785,0.000,0.000,0.000,0.972,0.946,0.968,0.969
MAG-GUT21953,0.000,1.000,1.000,0.995,0.963,0.995,0.998
MAG-GUT21962,0.000,0.000,0.000,0.966,0.919,0.960,0.972
MAG-GUT21972,0.000,0.000,1.000,0.967,0.915,0.950,0.936
MAG-GUT2201,0.000,0.000,0.000,0.783,0.886,0.934,0.942
MAG-GUT2203,0.000,0.000,0.500,0.954,0.750,0.894,0.946
MAG-GUT22049,0.000,0.000,0.000,0.777,0.000,0.887,0.926
MAG-GUT22121,0.000,0.000,0.000,0.286,0.000,0.916,0.970
MAG-GUT22184,0.000,1.000,1.000,0.994,1.000,0.995,0.991
MAG-GUT22238,0.000,0.000,0.500,0.990,0.979,0.976,0.963
MAG-GUT22266,0.000,0.000,1.000,0.129,0.036,0.415,0.869
MAG-GUT22420,0.000,0.000,1.000,0.956,0.852,0.972,0.979
MAG-GUT22452,0.000,0.000,1.000,0.995,0.992,0.992,0.989
MAG-GUT22456,0.000,1.000,1.000,0.996,0.997,0.998,0.987
MAG-GUT22496,0.000,0.000,0.000,0.907,0.696,0.915,0.971
MAG-GUT22502,0.000,0.000,0.000,0.975,0.900,0.940,0.923
MAG-GUT2250,0.000,0.000,0.000,0.797,0.884,0.929,0.945
MAG-GUT22547,0.000,0.000,0.500,0.289,0.086,0.487,0.884
MAG-GUT2256,0.000,0.000,0.000,0.963,0.958,0.971,0.971
MAG-GUT22591,0.000,0.000,0.000,0.129,0.000,0.476,0.771
MAG-GUT22606,0.000,1.000,0.833,0.995,0.994,0.995,0.987
MAG-GUT22619,0.000,0.000,0.000,0.961,0.880,0.954,0.983
MAG-GUT22642,0.000,0.000,0.000,0.250,0.000,0.839,0.959
MAG-GUT22670,0.000,0.000,0.000,0.978,1.000,0.995,0.998
MAG-GUT22684,0.000,0.000,0.333,0.228,0.000,0.501,0.909
MAG-GUT22695,0.000,0.000,0.333,0.173,0.081,0.467,0.867
MAG-GUT22751,0.000,0.000,0.000,0.836,0.412,0.771,0.767
MAG-GUT22776,0.000,0.000,0.000,0.995,1.000,0.999,0.997
MAG-GUT22830,0.000,1.000,1.000,0.997,0.997,0.999,0.998
MAG-GUT22848,0.000,0.000,1.000,0.995,0.993,0.994,0.990
MAG-GUT22878,0.000,0.994,0.956,0.941,0.791,0.958,0.962
MAG-GUT2287,0.000,0.000,0.000,0.198,0.042,0.421,0.887
MAG-GUT2306,0.000,1.000,0.984,1.000,1.000,0.999,0.998
MAG-GUT23210,0.000,0.000,1.000,0.994,0.996,0.986,0.971
MAG-GUT2323,0.000,1.000,0.987,0.991,0.997,0.991,0.991
MAG-GUT23266,0.000,0.000,0.000,0.593,0.857,0.469,0.736
MAG-GUT23276,0.000,0.000,0.818,0.943,0.949,0.955,0.956
MAG-GUT2327,0.000,0.000,1.000,0.992,1.000,0.989,0.993
MAG-GUT23295,0.000,1.000,1.000,1.000,1.000,1.000,0.998
MAG-GUT23346,0.000,0.000,0.000,0.990,0.980,0.989,0.956
MAG-GUT23356,0.000,0.000,0.500,0.186,0.000,0.477,0.890
MAG-GUT23387,0.000,0.000,0.000,0.792,0.500,0.894,0.922
MAG-GUT23397,0.000,0.000,1.000,0.996,0.991,0.990,0.984
MAG-GUT23420,0.000,0.000,0.667,0.190,0.000,0.500,0.905
MAG-GUT23449,0.000,0.000,0.500,0.216,0.040,0.416,0.887
MAG-GUT23546,0.000,0.000,0.000,0.948,0.000,0.872,0.946
MAG-GUT23604,0.000,0.000,0.000,0.987,1.000,0.998,0.995
MAG-GUT23608,0.000,0.000,1.000,0.918,0.500,0.928,0.940
MAG-GUT23613,0.000,0.000,1.000,0.963,0.961,0.984,0.982
MAG-GUT23645,0.000,0.000,0.000,0.921,0.885,0.981,0.991
MAG-GUT2366,0.000,0.000,0.000,0.999,1.000,0.999,0.999
MAG-GUT23691,0.000,0.000,0.000,0.143,0.000,0.743,0.944
MAG-GUT23723,0.000,0.000,0.000,0.990,1.000,0.982,0.954
MAG-GUT23746,0.000,0.000,0.000,0.868,1.000,0.896,0.908
MAG-GUT23753,0.000,0.000,0.000,0.973,0.953,0.956,0.973
MAG-GUT23754,0.000,1.000,0.984,0.986,0.973,0.995,0.993
MAG-GUT23809,0.000,0.000,0.917,0.986,0.956,0.981,0.975
MAG-GUT23816,0.000,1.000,1.000,0.992,0.992,0.993,0.988
MAG-GUT23860,0.000,0.000,0.500,0.971,0.925,0.940,0.925
MAG-GUT23890,0.000,1.000,1.000,0.991,0.930,0.987,0.988
MAG-GUT23960,0.000,0.000,0.000,0.500,0.000,0.872,0.955
MAG-GUT23967,0.000,0.000,0.000,0.754,0.182,0.744,0.746
MAG-GUT23979,0.000,0.000,0.000,0.994,0.993,0.993,0.987
MAG-GUT24052,0.000,0.000,1.000,0.915,0.829,0.877,0.934
MAG-GUT24070,0.000,0.000,0.000,1.000,1.000,0.996,0.993
MAG-GUT24105,0.000,0.000,0.000,0.229,0.000,0.751,0.949
MAG-GUT24113,0.000,0.000,1.000,0.994,0.971,0.991,0.993
MAG-GUT24122,0.000,0.000,0.250,0.213,0.161,0.465,0.891
MAG-GUT24126,0.000,0.000,1.000,0.999,1.000,0.997,0.995
MAG-GUT24142,0.000,1.000,0.000,0.389,0.250,0.439,0.729
MAG-GUT2417,0.000,0.000,1.000,0.988,0.991,0.996,0.993
MAG-GUT24184,0.000,0.000,0.000,0.992,0.991,0.993,0.991
MAG-GUT24197,0.000,0.000,0.200,0.234,0.000,0.480,0.908
MAG-GUT24211,0.000,0.000,1.000,0.972,0.937,0.985,0.988
MAG-GUT24313,0.000,0.000,0.667,0.222,0.000,0.460,0.910
MAG-GUT24369,0.000,0.000,1.000,0.996,0.967,0.988,0.977
MAG-GUT2438,0.000,1.000,1.000,0.998,1.000,0.999,0.999
MAG-GUT24441,0.000,0.000,0.000,0.900,0.667,0.935,0.952
MAG-GUT24472,0.000,0.000,0.000,0.761,0.000,0.909,0.972
MAG-GUT24503,0.000,0.000,0.600,0.213,0.000,0.469,0.879
MAG-GUT24507,0.000,0.000,1.000,0.944,1.000,0.978,0.957
MAG-GUT24534,0.000,0.000,0.000,0.462,0.000,0.881,0.956
MAG-GUT24564,0.000,0.000,1.000,0.946,0.667,0.989,0.992
MAG-GUT24574,0.000,0.000,0.000,0.946,0.912,0.959,0.984
MAG-GUT24606,0.000,0.000,0.000,0.995,1.000,0.998,0.996
MAG-GUT24616,0.000,0.000,0.000,0.941,0.500,0.988,0.992
MAG-GUT24642,0.000,0.000,1.000,0.970,0.869,0.943,0.929
MAG-GUT24657,0.000,0.000,0.000,0.667,0.000,0.814,0.905
MAG-GUT24670,0.000,0.000,0.000,0.961,0.909,0.952,0.983
MAG-GUT24686,0.000,0.000,1.000,0.958,0.912,0.934,0.907
MAG-GUT24735,0.000,0.000,0.000,0.714,0.000,0.831,0.870
MAG-GUT24763,0.000,0.000,0.000,0.176,0.000,0.764,0.933
MAG-GUT24765,0.000,1.000,0.889,1.000,1.000,1.000,1.000
MAG-GUT24787,0.000,0.000,1.000,0.994,1.000,0.996,0.989
MAG-GUT24822,0.000,0.000,0.000,0.176,0.053,0.439,0.870
MAG-GUT24836,0.000,0.000,0.000,0.771,0.800,0.887,0.895
MAG-GUT24840,0.000,0.000,0.000,0.976,0.750,0.995,0.996
MAG-GUT24988,0.000,0.000,0.000,0.921,0.667,0.987,0.995
MAG-GUT25022,0.000,0.000,0.000,0.683,0.000,0.844,0.904
MAG-GUT25048,0.000,0.000,0.250,0.935,0.900,0.872,0.937
MAG-GUT25055,0.000,0.000,0.000,0.993,1.000,0.997,0.998
MAG-GUT25075,0.000,0.000,0.500,0.990,0.998,0.978,0.896
MAG-GUT25077,0.000,1.000,1.000,0.998,0.998,0.997,0.989
MAG-GUT2507,0.000,0.000,0.750,0.210,0.050,0.478,0.883
MAG-GUT25223,0.000,0.000,0.571,0.993,1.000,0.975,0.895
MAG-GUT2525,0.000,0.000,0.000,0.205,0.179,0.457,0.887
MAG-GUT25263,0.000,0.000,0.333,0.991,1.000,0.972,0.879
MAG-GUT25307,0.000,0.000,0.000,0.977,0.750,0.989,0.988
MAG-GUT25340,0.000,0.000,0.500,0.929,0.846,0.873,0.924
MAG-GUT25354,0.000,1.000,1.000,1.000,0.998,0.997,0.990
MAG-GUT25404,0.000,0.000,0.000,0.980,0.985,0.970,0.959
MAG-GUT25429,0.000,0.000,0.000,0.932,0.804,0.915,0.926
MAG-GUT25519,0.000,1.000,1.000,0.987,0.994,0.987,0.972
MAG-GUT25590,0.000,0.000,0.000,0.886,0.857,0.900,0.891
MAG-GUT25605,0.000,0.000,1.000,0.882,1.000,0.918,0.959
MAG-GUT25621,0.000,0.000,0.000,0.213,0.000,0.601,0.940
MAG-GUT25650,0.000,0.000,1.000,1.000,0.000,0.777,0.752
MAG-GUT25763,0.000,0.000,1.000,0.989,1.000,0.979,0.967
MAG-GUT25802,0.000,1.000,0.000,0.982,0.985,0.983,0.976
MAG-GUT25808,0.000,0.000,1.000,0.779,0.881,0.920,0.929
MAG-GUT25847,0.000,0.000,0.000,1.000,1.000,0.983,0.994
MAG-GUT25961,0.000,1.000,0.600,0.985,0.981,0.969,0.962
MAG-GUT26038,0.000,1.000,0.993,0.995,0.998,0.994,0.981
MAG-GUT26059,0.000,0.000,0.000,0.976,0.946,0.941,0.931
MAG-GUT2607,0.000,1.000,1.000,0.992,0.982,0.984,0.983
MAG-GUT26088,0.000,0.000,1.000,0.828,0.600,0.980,0.979
MAG-GUT26204,0.000,1.000,1.000,0.995,0.995,0.991,0.982
MAG-GUT26205,0.000,1.000,1.000,0.987,0.995,0.980,0.975
