"Supplementary Table S1. Metadata of the 2,505 genomes used as reference to train the species classification model",,,,,,,,,,,,,
Genome,Source,Species label,Assignment level1,Phylum,Class,Order,Family,Genus,Species2, Genome size (bp) ,# Contigs, N50 (bp) ,GC (%)
20298_3_3,HGR,178,Genus,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,-," 2,560,878 ",31," 169,476 ",31.93
20298_3_48,HGR,179,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 5,803,850 ",52," 338,692 ",46.86
20298_3_4,HGR,180,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,-," 5,038,141 ",24," 548,481 ",51.76
20298_3_52,HGR,181,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,256,635 ",63," 148,590 ",30.74
20298_3_57,HGR,182,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 3,704,001 ",29," 385,512 ",66.23
20298_3_58,HGR,183,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 4,489,646 ",48," 226,409 ",47.21
20298_3_59,HGR,184,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 6,637,753 ",30," 558,507 ",47.45
20298_3_62,HGR,185,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,390,483 ",23," 367,400 ",42.41
20298_3_63,HGR,186,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,906,288 ",15," 678,153 ",58.46
20298_3_64,HGR,187,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,720,267 ",30," 270,580 ",50.30
20298_3_65,HGR,188,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,863,601 ",67," 193,131 ",46.03
20298_3_66,HGR,189,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Peptoniphilus,-," 1,967,735 ",43," 117,522 ",48.91
20298_3_69,HGR,190,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 3,306,065 ",30," 337,905 ",55.40
20298_3_70,HGR,191,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,-," 2,897,757 ",19," 329,700 ",35.73
20298_3_71,HGR,192,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,693,632 ",8," 909,011 ",37.37
20298_3_81,HGR,193,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,329,407 ",34," 220,643 ",43.42
20298_3_8,HGR,194,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,-," 3,163,173 ",41," 168,650 ",30.14
20298_3_9,HGR,195,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 5,745,043 ",29," 499,492 ",45.45
20427_4_22,HGR,196,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,-," 1,937,209 ",9," 1,101,515 ",34.74
20427_4_25,HGR,197,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,-," 3,864,718 ",149," 98,959 ",41.16
21673_4_12,HGR,198,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 4,141,858 ",53," 194,773 ",47.03
21673_4_18,HGR,199,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,679,359 ",52," 188,852 ",44.26
21673_4_19,HGR,200,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 4,001,450 ",48," 188,209 ",43.88
21673_4_22,HGR,201,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,827,949 ",39," 209,482 ",42.67
21673_4_33,HGR,202,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,-," 4,918,317 ",31," 269,567 ",45.08
21673_4_36,HGR,203,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,758,171 ",12," 673,876 ",33.09
21673_4_37,HGR,204,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,540,083 ",42," 188,071 ",43.68
21673_4_38,HGR,205,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,659,847 ",40," 164,669 ",44.01
21673_4_3,HGR,206,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,466,199 ",27," 914,767 ",44.93
21673_4_43,HGR,207,Genus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,-," 3,069,842 ",30," 207,743 ",37.74
21673_4_46,HGR,208,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,731,056 ",54," 107,615 ",46.15
21673_4_53,HGR,209,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,538,621 ",25," 325,823 ",44.02
21673_4_55,HGR,210,Class,Firmicutes,Bacilli,NA,NA,NA,-," 2,958,631 ",44," 117,923 ",34.12
21673_4_5,HGR,211,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,-," 3,315,322 ",6," 1,005,447 ",43.60
21673_4_71,HGR,212,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,907,268 ",68," 111,857 ",48.17
21673_4_77,HGR,213,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,418,961 ",13," 1,004,140 ",48.40
21673_4_80,HGR,214,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 4,646,421 ",19," 484,254 ",42.89
21673_4_87,HGR,215,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,-," 3,357,525 ",27," 451,377 ",41.17
21673_4_91,HGR,216,Genus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,-," 4,371,606 ",26," 778,705 ",45.93
8080_1_69,HGR,217,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,855,693 ",67," 111,869 ",40.22
8080_1_72,HGR,218,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 6,242,882 ",103," 234,353 ",45.51
8080_1_73,HGR,219,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 5,773,056 ",61," 197,334 ",50.09
8080_1_77,HGR,220,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,780,856 ",149," 57,954 ",27.91
8080_1_78,HGR,221,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 7,470,188 ",152," 161,269 ",47.98
8080_1_80,HGR,222,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 4,916,758 ",250," 96,895 ",43.43
8080_1_81,HGR,223,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,486,414 ",33," 366,464 ",29.69
8080_1_83,HGR,224,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 6,260,411 ",84," 177,249 ",43.98
8080_1_93,HGR,225,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,962,513 ",31," 190,448 ",46.46
GCF_000010185,HGR,226,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Finegoldia,Finegoldia magna," 1,986,740 ",2," 1,797,577 ",32.07
GCF_000020425,HGR,227,Genus,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum," 2,832,748 ",1," 2,832,748 ",59.86
GCF_000026505,HGR,228,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus," 3,010,111 ",1," 3,010,111 ",46.69
GCF_000144975,HGR,229,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Burkholderiales bacterium," 2,655,653 ",37," 281,297 ",48.55
GCF_000145315,HGR,230,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. 3_1_syn3," 3,663,932 ",3," 2,716,392 ",60.77
GCF_000146325,HGR,231,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici," 1,942,827 ",4," 1,937,622 ",42.13
GCF_000146835,HGR,232,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli," 1,705,064 ",11," 1,666,401 ",31.34
GCF_000148995,HGR,233,Family,Firmicutes,Bacilli,Bacillales,Listeriaceae,NA,Listeria grayi," 2,598,321 ",4," 1,486,973 ",41.60
GCF_000153885,HGR,234,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,Eubacterium ventriosum," 2,870,795 ",24," 291,583 ",34.91
GCF_000154285,HGR,235,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Eubacterium dolichum," 2,191,053 ",19," 291,535 ",38.11
GCF_000154325,HGR,236,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,Eubacterium siraeum," 2,697,034 ",44," 112,958 ",44.99
GCF_000154385,HGR,237,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii," 3,127,383 ",25," 296,445 ",56.24
GCF_000154405,HGR,238,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Finegoldia,Parvimonas micra," 1,703,872 ",15," 505,805 ",28.65
GCF_000154465,HGR,239,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis," 2,550,678 ",12," 626,692 ",53.27
GCF_000154505,HGR,240,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Clostridium scindens," 3,622,605 ",41," 158,586 ",46.35
GCF_000154545,HGR,241,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridium sp. SS2/1," 3,142,181 ",34," 170,056 ",37.20
GCF_000154805,HGR,242,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,Clostridium spiroforme," 2,507,885 ",12," 380,632 ",28.58
GCF_000154825,HGR,243,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,Anaerofustis stercorihominis," 2,284,703 ",5," 1,288,597 ",33.34
GCF_000154845,HGR,244,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprocola," 4,300,117 ",90," 92,375 ",41.87
GCF_000154865,HGR,245,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia stuartii," 4,610,361 ",52," 361,783 ",41.28
GCF_000154985,HGR,246,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius," 1,925,187 ",21," 144,901 ",37.57
GCF_000155085,HGR,247,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium sporogenes," 4,102,325 ",2," 2,710,723 ",28.02
GCF_000155205,HGR,248,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,Ruminococcus lactaris," 2,731,235 ",47," 91,712 ",42.70
GCF_000155435,HGR,249,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridiales bacterium," 6,548,966 ",108," 1,264,802 ",50.13
GCF_000155495,HGR,250,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pullorum," 1,951,667 ",44," 277,479 ",34.15
GCF_000155515,HGR,251,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei," 3,025,352 ",3," 2,939,026 ",46.30
GCF_000155815,HGR,252,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii," 4,197,635 ",20," 1,194,706 ",44.58
GCF_000155855,HGR,253,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,[Bacteroides] pectinophilus," 3,028,326 ",9," 2,528,381 ",41.93
GCF_000155875,HGR,254,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Coprococcus comes," 3,242,215 ",13," 847,455 ",42.49
GCF_000155955,HGR,255,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Mitsuokella multacida," 2,577,056 ",6," 1,483,428 ",58.07
GCF_000155975,HGR,256,Family,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,Citrobacter youngae," 5,154,159 ",10," 2,724,488 ",52.69
GCF_000155995,HGR,257,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus," 4,638,653 ",10," 1,031,480 ",55.87
GCF_000156015,HGR,258,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,Butyrivibrio crossotus," 2,496,039 ",31," 399,583 ",37.75
GCF_000156055,HGR,259,Family,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA,[Clostridium] hiranonis," 2,479,772 ",26," 575,376 ",31.02
GCF_000156175,HGR,260,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis," 1,809,497 ",3," 1,465,924 ",62.47
GCF_000156215,HGR,261,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris," 2,475,429 ",35," 628,718 ",63.19
GCF_000156375,HGR,262,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger," 2,867,216 ",47," 492,021 ",63.05
GCF_000156395,HGR,263,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia rustigianii," 3,978,644 ",33," 1,018,771 ",41.22
GCF_000156515,HGR,264,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,[Clostridium] hylemonae," 3,889,859 ",123," 2,898,417 ",48.85
GCF_000156655,HGR,265,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Eubacterium biforme," 2,517,763 ",44," 278,464 ",33.79
GCF_000157015,HGR,266,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis," 5,530,115 ",33," 748,878 ",43.62
GCF_000157035,HGR,267,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,Parabacteroides sp. 2_1_7," 5,166,302 ",10," 3,038,395 ",45.08
GCF_000157915,HGR,268,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprophilus," 4,041,504 ",73," 361,429 ",45.72
GCF_000157935,HGR,269,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri," 3,512,473 ",27," 442,348 ",44.85
GCF_000157955,HGR,270,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,Subdoligranulum variabile," 3,245,471 ",11," 2,385,595 ",57.92
GCF_000157995,HGR,271,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Holdemania filiformis," 3,932,923 ",35," 433,161 ",50.18
GCF_000158055,HGR,272,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia rettgeri," 4,764,068 ",32," 446,177 ",40.14
GCF_000158075,HGR,273,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium asparagiforme," 6,417,332 ",92," 3,356,774 ",55.60
GCF_000158195,HGR,274,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum," 2,671,036 ",8," 754,930 ",29.07
GCF_000158215,HGR,275,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum," 2,546,312 ",6," 810,876 ",28.05
GCF_000158235,HGR,276,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp. 3_1_5R," 1,930,430 ",28," 965,540 ",32.27
GCF_000158275,HGR,277,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum," 2,514,029 ",2," 2,507,720 ",26.96
GCF_000158295,HGR,278,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp. D12," 1,960,925 ",17," 174,982 ",35.20
GCF_000158315,HGR,279,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans," 3,487,504 ",8," 1,045,785 ",30.38
GCF_000158375,HGR,280,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium sp. 7_2_43FAA," 3,813,122 ",5," 3,226,588 ",27.80
GCF_000158415,HGR,281,Family,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,Escherichia sp. 4_1_40B," 4,911,206 ",8," 2,711,194 ",50.52
GCF_000158435,HGR,282,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter bilis," 2,530,521 ",9," 728,840 ",34.79
GCF_000158455,HGR,283,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter winghamensis," 1,690,216 ",21," 583,100 ",35.49
GCF_000158475,HGR,284,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes," 2,488,386 ",2," 1,806,203 ",52.68
GCF_000158495,HGR,285,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes," 2,436,766 ",9," 2,424,267 ",49.59
GCF_000158655,HGR,286,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,Clostridium methylpentosum," 3,478,423 ",17," 779,329 ",51.82
GCF_000159055,HGR,287,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium sp. M62/1," 3,842,594 ",25," 463,016 ",50.10
GCF_000159175,HGR,288,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis," 3,144,656 ",42," 737,616 ",39.95
GCF_000159215,HGR,289,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum," 1,867,005 ",35," 219,560 ",52.82
GCF_000159375,HGR,290,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis," 2,108,740 ",7," 1,099,846 ",43.74
GCF_000159415,HGR,291,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ultunensis," 2,248,406 ",27," 475,421 ",35.95
GCF_000159455,HGR,292,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri," 2,316,838 ",5," 2,264,399 ",39.04
GCF_000159675,HGR,293,Genus,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium," 2,777,972 ",22," 490,589 ",38.09
GCF_000159715,HGR,294,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus," 2,020,500 ",13," 1,227,701 ",34.55
GCF_000159855,HGR,295,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_2_5," 5,116,282 ",5," 3,253,542 ",43.17
GCF_000159915,HGR,296,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium," 3,299,801 ",11," 496,135 ",29.18
GCF_000159975,HGR,297,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus sp. 5_1_39BFAA," 3,930,699 ",3," 3,112,511 ",41.35
GCF_000160455,HGR,298,Family,Synergistetes,Synergistia,Synergistales,Synergistaceae,NA,Acetomicrobium hydrogeniformans," 2,123,925 ",8," 2,103,414 ",46.53
GCF_000160575,HGR,299,Genus,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella paramesenteroides," 1,980,223 ",13," 602,236 ",37.88
GCF_000160595,HGR,300,Genus,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides," 1,735,074 ",29," 513,909 ",37.90
GCF_000160855,HGR,301,Genus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus," 2,020,582 ",49," 288,743 ",36.78
GCF_000161955,HGR,302,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. 2_1_36FAA," 2,231,411 ",5," 571,517 ",40.51
GCF_000162075,HGR,303,Genus,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii," 3,463,059 ",44," 1,986,327 ",38.69
GCF_000162115,HGR,304,Genus,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens," 3,158,014 ",18," 954,759 ",41.52
GCF_000162155,HGR,305,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_22," 6,003,748 ",36," 1,143,623 ",41.89
GCF_000162215,HGR,306,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D20," 4,487,454 ",15," 1,323,254 ",46.38
GCF_000162235,HGR,307,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum," 2,268,272 ",1," 2,268,272 ",27.12
GCF_000162575,HGR,308,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canadensis," 1,623,845 ",1," 1,623,845 ",33.70
GCF_000163075,HGR,309,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. 1_1_55," 5,459,739 ",19," 1,084,691 ",57.50
GCF_000163735,HGR,310,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella sp. 6_1_27," 2,174,425 ",10," 682,557 ",38.67
GCF_000163935,HGR,311,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp. 1_1_41FAA," 2,479,455 ",31," 852,333 ",27.88
GCF_000163955,HGR,312,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda," 3,744,568 ",87," 2,378,503 ",57.16
GCF_000165065,HGR,313,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Erysipelotrichaceae bacterium," 4,486,197 ",85," 210,659 ",42.55
GCF_000166035,HGR,314,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium cf.," 2,928,734 ",139," 135,867 ",56.31
GCF_000169015,HGR,315,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae," 4,564,814 ",21," 500,031 ",41.90
GCF_000169035,HGR,316,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,Collinsella aerofaciens," 2,439,869 ",25," 184,100 ",60.55
GCF_000172135,HGR,317,Genus,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium," 2,642,081 ",2," 2,635,766 ",58.52
GCF_000172175,HGR,318,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis," 6,052,596 ",8," 3,472,993 ",42.81
GCF_000173355,HGR,319,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Anaerococcus,Anaerococcus hydrogenalis," 1,889,366 ",52," 90,509 ",29.64
GCF_000173815,HGR,320,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Marvinbryantia formatexigens," 4,548,960 ",58," 158,316 ",49.55
GCF_000174195,HGR,321,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans," 4,048,462 ",179," 57,343 ",41.93
GCF_000177015,HGR,322,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,Ruminococcaceae bacterium," 3,197,355 ",6," 1,703,898 ",56.80
GCF_000178935,HGR,323,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori," 1,566,655 ",1," 1,566,655 ",38.87
GCF_000185345,HGR,324,Genus,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis," 1,649,151 ",14," 1,566,917 ",34.80
GCF_000185705,HGR,325,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Bilophila wadsworthia," 4,391,194 ",4," 3,169,074 ",59.31
GCF_000185845,HGR,326,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella salivae," 3,274,581 ",40," 3,180,194 ",41.37
GCF_000186505,HGR,327,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis," 2,965,437 ",37," 217,882 ",55.13
GCF_000186545,HGR,328,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus," 1,821,055 ",7," 1,137,758 ",38.81
GCF_000187265,HGR,329,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus," 1,741,734 ",20," 1,382,815 ",37.29
GCF_000187895,HGR,330,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius," 4,421,924 ",19," 478,534 ",44.31
GCF_000188175,HGR,331,Family,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,NA,Phascolarctobacterium succinatutens," 2,121,954 ",95," 58,138 ",47.64
GCF_000188195,HGR,332,Family,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,Succinatimonas hippei," 2,306,546 ",141," 36,639 ",40.28
