"Supplementary Table S2. Metadata of the 3,269 high quality MAGs used to benchmark the read-level specificity and sensitivity of different species classification models ",,,,,,,,,,,,,,,,,,,
MAG_ID_ENA,Completeness (%),Closest reference,Species label, Reference genome size (bp) ,Reference genome covered (%),CheckM lineage (reference),Phylum (reference),Class (reference),Order (reference),Family (reference),Genus (reference), MAG genome size (bp) ,MAG aligned to reference (%),ANI between MAG and reference (%),Mash distance between MAG and reference,Most similar reference covered (%),Reference aligned to most similar reference (%),ANI between reference and most similar reference (%),Mash distance between reference and most similar reference
MAG-GUT11036,90.48,UMGS181,1411," 3,014,646 ",93.49,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia," 2,870,522 ",98.23,99.97,0.00,82.14,85.38,94.38,0.05
MAG-GUT11037,94.62,UMGS223,1693," 1,771,615 ",89.39,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,689,287 ",93.81,99.22,0.01,4.44,4.78,86.02,0.20
MAG-GUT1103,99.63,20298_3_11,158," 2,754,334 ",92.46,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,852,348 ",89.06,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT11041,97.74,21673_4_5,211," 3,315,322 ",83.67,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,057,464 ",90.31,98.34,0.02,2.95,3.53,96.98,0.17
MAG-GUT11046,98.60,UMGS82,2320," 2,597,904 ",86.63,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium," 2,818,174 ",79.66,97.83,0.02,56.92,87.17,98.40,0.03
MAG-GUT11063,90.60,UMGS40,1882," 2,575,064 ",72.35,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,169,955 ",85.75,99.40,0.02,0.37,0.15,94.68,0.24
MAG-GUT11071,96.58,21673_4_22,201," 2,827,949 ",80.92,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,611,442 ",86.56,97.82,0.02,81.78,64.89,89.46,0.09
MAG-GUT11107,95.71,GCF_000209405,341," 3,118,216 ",67.37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,146,280 ",96.76,99.78,0.01,7.87,11.05,98.46,0.12
MAG-GUT11142,95.10,14207_7_9,112," 3,035,220 ",75.75,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_2;g__Lachnospira,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira," 2,502,466 ",91.58,98.56,0.02,26.84,26.34,89.17,0.14
MAG-GUT11152,95.30,UMGS132,900," 1,845,394 ",88.64,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,767,758 ",92.68,97.58,0.02,1.93,1.78,93.90,0.24
MAG-GUT11153,93.14,18048_1_70,121," 3,012,248 ",72.56,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,408,687 ",90.37,97.94,0.03,66.62,59.66,88.05,0.11
MAG-GUT11169,95.21,21673_4_22,201," 2,827,949 ",75.47,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,358,586 ",90.13,97.43,0.03,81.78,64.89,89.46,0.09
MAG-GUT11171,91.39,GCF_000468015,437," 3,096,487 ",63.48,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,043,983 ",95.69,98.73,0.02,51.85,38.31,86.67,0.13
MAG-GUT11185,92.47,21673_4_22,201," 2,827,949 ",75.44,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,308,758 ",91.91,97.87,0.02,81.78,64.89,89.46,0.09
MAG-GUT11187,98.66,UMGS82,2320," 2,597,904 ",85.53,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium," 2,533,035 ",87.44,98.26,0.02,56.92,87.17,98.40,0.03
MAG-GUT11210,99.40,GCF_000411395,422," 2,287,856 ",90.94,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,208,361 ",93.65,99.95,0.00,89.41,82.22,92.68,0.06
MAG-GUT1122,100.00,GCF_000413335,428," 2,741,290 ",84.70,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,554,387 ",90.83,98.41,0.02,43.40,39.43,84.88,0.18
MAG-GUT11274,97.74,GCF_000209405,341," 3,118,216 ",72.19,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,373,414 ",93.95,99.50,0.01,7.87,11.05,98.46,0.12
MAG-GUT1128,100.00,GCF_000413335,428," 2,741,290 ",85.22,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,562,283 ",90.86,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT11304,95.06,UMGS132,900," 1,845,394 ",90.40,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,867,930 ",89.70,97.51,0.03,1.93,1.78,93.90,0.24
MAG-GUT11308,98.52,21673_4_5,211," 3,315,322 ",88.67,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,096,602 ",94.54,98.49,0.02,2.95,3.53,96.98,0.17
MAG-GUT1131,100.00,GCF_000413335,428," 2,741,290 ",85.02,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,572,908 ",90.64,98.39,0.02,43.40,39.43,84.88,0.18
MAG-GUT11332,97.01,GCF_000411395,422," 2,287,856 ",87.19,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,025,262 ",97.71,99.92,0.00,89.41,82.22,92.68,0.06
MAG-GUT1133,100.00,GCF_000413335,428," 2,741,290 ",85.34,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,565,904 ",90.88,98.41,0.02,43.40,39.43,84.88,0.18
MAG-GUT1135,100.00,GCF_000413335,428," 2,741,290 ",84.88,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,564,196 ",90.77,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT11376,93.65,UMGS179,1392," 2,504,606 ",81.70,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,372,735 ",85.63,98.87,0.02,19.38,16.59,86.42,0.18
MAG-GUT11399,90.30,21673_4_22,201," 2,827,949 ",70.32,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,186,596 ",90.29,97.84,0.03,81.78,64.89,89.46,0.09
MAG-GUT1139,100.00,GCF_000413335,428," 2,741,290 ",84.88,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,564,372 ",90.76,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT11406,95.70,UMGS64,2129," 1,766,843 ",89.83,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned," 1,688,127 ",93.58,98.82,0.01,4.64,4.49,83.37,0.23
MAG-GUT11412,96.84,UMGS12,867," 2,229,238 ",85.83,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,090,425 ",91.90,98.47,0.01,89.95,53.27,92.01,0.08
MAG-GUT11417,96.64,UMGS132,900," 1,845,394 ",92.43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,909,841 ",89.51,97.50,0.03,1.93,1.78,93.90,0.24
MAG-GUT11423,98.10,UMGS12,867," 2,229,238 ",85.92,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,164,641 ",88.83,98.78,0.01,89.95,53.27,92.01,0.08
MAG-GUT11426,99.25,21673_4_5,211," 3,315,322 ",86.67,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,052,032 ",93.91,98.48,0.02,2.95,3.53,96.98,0.17
MAG-GUT11435,100.00,GCF_000411395,422," 2,287,856 ",89.26,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,129,635 ",95.62,99.97,0.00,89.41,82.22,92.68,0.06
MAG-GUT1143,100.00,GCF_000413335,428," 2,741,290 ",85.05,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,498,207 ",92.97,98.41,0.01,43.40,39.43,84.88,0.18
MAG-GUT11449,95.04,UMGS186,1460," 2,229,262 ",83.59,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,077,619 ",89.52,98.27,0.02,78.57,77.63,88.77,0.09
MAG-GUT11468,97.85,UMGS65,2140," 1,783,290 ",91.47,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,754,920 ",93.55,97.34,0.02,4.24,4.01,82.96,0.26
MAG-GUT1148,94.96,GCF_000413335,428," 2,741,290 ",82.45,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,481,613 ",90.62,98.37,0.02,43.40,39.43,84.88,0.18
MAG-GUT1149,100.00,GCF_000413335,428," 2,741,290 ",84.84,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,563,840 ",90.77,98.40,0.02,43.40,39.43,84.88,0.18
MAG-GUT11521,97.12,11861_6_61,2," 2,376,935 ",83.19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,048,709 ",96.21,99.25,0.01,1.17,1.61,95.19,0.18
MAG-GUT11526,95.97,UMGS84,2341," 2,060,446 ",85.13,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,063,553 ",84.67,96.94,0.03,70.23,65.52,90.24,0.08
MAG-GUT11531,91.16,21673_4_22,201," 2,827,949 ",71.97,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,315,542 ",87.45,97.91,0.03,81.78,64.89,89.46,0.09
MAG-GUT11535,97.85,UMGS148,1065," 1,916,515 ",94.07,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,916,398 ",94.48,99.27,0.01,22.41,19.21,83.79,0.20
MAG-GUT11540,95.97,UMGS130,878," 2,803,158 ",84.42,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,618,936 ",90.10,98.47,0.02,36.54,34.52,86.50,0.15
MAG-GUT11566,97.27,UMGS185,1450," 2,201,228 ",88.19,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,086,262 ",93.00,97.54,0.02,77.63,78.57,88.77,0.09
MAG-GUT1157,100.00,GCF_000413335,428," 2,741,290 ",84.01,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,509,229 ",91.60,98.41,0.02,43.40,39.43,84.88,0.18
MAG-GUT11596,92.47,UMGS223,1693," 1,771,615 ",85.85,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,605,823 ",94.84,99.17,0.01,4.44,4.78,86.02,0.20
MAG-GUT1160,99.63,20298_3_11,158," 2,754,334 ",88.98,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,738,331 ",89.21,98.81,0.01,2.77,2.91,85.76,0.23
MAG-GUT11638,95.67,11861_6_61,2," 2,376,935 ",85.37,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,107,397 ",95.97,99.34,0.01,1.17,1.61,95.19,0.18
MAG-GUT11640,97.85,UMGS65,2140," 1,783,290 ",92.58,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,813,824 ",91.09,97.32,0.02,4.24,4.01,82.96,0.26
MAG-GUT11644,97.85,UMGS64,2129," 1,766,843 ",94.26,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned," 1,709,024 ",96.62,98.84,0.01,4.64,4.49,83.37,0.23
MAG-GUT11693,94.63,UMGS130,878," 2,803,158 ",79.65,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,373,066 ",93.47,98.52,0.02,36.54,34.52,86.50,0.15
MAG-GUT1169,99.63,20298_3_11,158," 2,754,334 ",91.49,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,831,925 ",88.58,99.21,0.01,2.77,2.91,85.76,0.23
MAG-GUT1171,99.63,20298_3_11,158," 2,754,334 ",91.58,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,790,473 ",90.14,99.18,0.01,2.77,2.91,85.76,0.23
MAG-GUT11729,92.47,UMGS65,2140," 1,783,290 ",88.41,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,678,324 ",94.11,97.15,0.03,4.24,4.01,82.96,0.26
MAG-GUT1173,99.63,20298_3_11,158," 2,754,334 ",91.58,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,831,113 ",88.65,99.20,0.01,2.77,2.91,85.76,0.23
MAG-GUT11741,97.61,UMGS84,2341," 2,060,446 ",86.01,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,291,626 ",77.41,96.92,0.03,70.23,65.52,90.24,0.08
MAG-GUT11752,95.93,UMGS185,1450," 2,201,228 ",90.50,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,091,088 ",95.16,97.80,0.02,77.63,78.57,88.77,0.09
MAG-GUT11760,91.88,UMGS70,2193," 1,965,731 ",86.28,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 1,828,723 ",92.98,99.50,0.01,6.20,6.28,83.58,0.23
MAG-GUT1177,99.63,20298_3_11,158," 2,754,334 ",91.71,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,787,563 ",90.19,99.20,0.01,2.77,2.91,85.76,0.23
MAG-GUT11820,100.00,GCF_000321205,409," 2,772,824 ",87.42,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,606,116 ",92.72,98.55,0.01,0.58,0.68,96.60,0.19
MAG-GUT11829,99.04,11861_6_61,2," 2,376,935 ",87.74,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,209,699 ",94.29,99.21,0.01,1.17,1.61,95.19,0.18
MAG-GUT11837,95.45,UMGS280,1748," 2,372,101 ",90.24,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,507,434 ",85.54,98.48,0.02,59.00,66.14,87.53,0.11
MAG-GUT11847,99.04,11861_6_61,2," 2,376,935 ",86.32,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,132,855 ",96.06,99.39,0.01,1.17,1.61,95.19,0.18
MAG-GUT1184,99.81,20298_3_3,178," 2,560,878 ",88.42,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,362,186 ",95.50,99.46,0.01,5.92,6.80,83.75,0.23
MAG-GUT11911,96.64,GCF_000411335,421," 2,976,145 ",67.91,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus," 2,272,849 ",88.55,99.25,0.02,59.77,58.57,88.34,0.12
MAG-GUT11931,97.85,UMGS148,1065," 1,916,515 ",92.63,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,855,802 ",95.96,99.38,0.01,22.41,19.21,83.79,0.20
MAG-GUT11934,97.77,18391_1_7,130," 2,151,775 ",84.21,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium," 2,103,550 ",85.89,98.48,0.02,45.18,42.83,87.81,0.13
MAG-GUT11964,90.13,UMGS185,1450," 2,201,228 ",79.20,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 1,831,442 ",94.81,97.63,0.02,77.63,78.57,88.77,0.09
MAG-GUT1196,99.63,20298_3_11,158," 2,754,334 ",92.51,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,892,632 ",87.66,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT11972,99.49,GCF_000321205,409," 2,772,824 ",85.85,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,500,276 ",94.96,98.55,0.02,0.58,0.68,96.60,0.19
MAG-GUT11977,97.60,11861_6_61,2," 2,376,935 ",85.43,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,163,167 ",93.72,99.42,0.01,1.17,1.61,95.19,0.18
MAG-GUT1197,99.63,20298_3_11,158," 2,754,334 ",92.66,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,915,566 ",87.33,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT1198,100.00,UMGS16,1286," 2,094,981 ",89.16,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,011,161 ",92.69,96.67,0.03,93.79,60.69,94.37,0.05
MAG-GUT12028,93.04,UMGS12,867," 2,229,238 ",83.38,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,070,989 ",89.62,98.86,0.01,89.95,53.27,92.01,0.08
MAG-GUT12030,95.16,UMGS112,689," 2,372,676 ",93.71,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unassigned," 2,341,452 ",94.96,99.66,0.01,2.76,3.00,84.43,0.22
MAG-GUT12049,99.52,11861_6_61,2," 2,376,935 ",88.69,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,267,865 ",93.05,99.22,0.01,1.17,1.61,95.19,0.18
MAG-GUT12051,93.58,21673_4_5,211," 3,315,322 ",81.22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 2,869,054 ",93.53,98.49,0.02,2.95,3.53,96.98,0.17
MAG-GUT12063,98.08,11861_6_61,2," 2,376,935 ",86.74,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,158,007 ",95.43,99.39,0.01,1.17,1.61,95.19,0.18
MAG-GUT1206,98.20,UMGS16,1286," 2,094,981 ",85.89,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,925,117 ",93.56,96.71,0.03,93.79,60.69,94.37,0.05
MAG-GUT12082,96.39,11861_6_61,2," 2,376,935 ",80.23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,056,343 ",92.57,99.35,0.01,1.17,1.61,95.19,0.18
